title,abstract,trial
"Short-course FAC-M versus 1 year of CMFVP in node-positive, hormone receptor-negative breast cancer: an intergroup study.","PURPOSE: To compare 1 year of therapy with continuous cyclophosphamide, methotrexate, fluorouracil (5-FU), vincristine, and prednisone (CMFVP) with a short course of treatment with a doxorubicin-based regimen in the postsurgical adjuvant treatment of patients with hormone receptor-negative, node-positive breast cancer. PATIENTS AND METHODS: Five-hundred thirty-one eligible women with hormone receptor-negative, node-positive breast cancer were randomized to receive either 1 year of therapy with CMFVP or 20 weeks of therapy with four 5-week courses of treatment with 5-FU, doxorubicin, cyclophosphamide, and methotrexate (FAC-M). RESULTS: At a median follow-up time of 4.9 years, the two treatment arms cannot be demonstrated to be different with respect to overall survival (stratified log-rank, P = .27). The 5-year survival rate is 64% on the CMFVP arm and 61% on the FAC-M arm. CMFVP produces marginally superior disease-free survival (P = .06). The estimated 5-year disease-free survival rate is 55% for patients treated with CMFVP as opposed to 50% for patients treated with FAC-M. CONCLUSION: Neither regimen was shown to be superior in terms of overall survival. Because the disease-free survival produced by CMFVP is marginally superior to that produced by FAC-M, we do not recommend FAC-M for further investigation or for routine use. Possible implications of this study are discussed in the context of other adjuvant chemotherapy trials.",1
Pamidronate in the treatment of bone metastases: results of 2 dose-ranging trials in patients with breast or prostate cancer.,"Four intravenous regimens of pamidronate (Aredia) were evaluated for palliative treatment of bone metastases in 2 randomized open-label trials in patients with breast cancer (n = 61) or prostate cancer (n = 58). In breast cancer patients, administration of pamidronate 60 mg every 4 weeks, 60 mg every 2 weeks, or 90 mg every 4 weeks for 3 months resulted in statistically and clinically significant reductions in bone pain, with accompanying decreases in biochemical markers of bone turnover; a regimen of 30 mg every 2 weeks was not effective. Healing of bone lesions was observed in 25% of breast cancer patients. In prostate cancer patients, the same regimens of pamidronate produced reductions in bone pain, but no dose-response relationship was apparent. Moreover, there were no consistent changes in biochemical indices in these patients, and no healing of bone lesions occurred. The different response to pamidronate in those 2 patient populations may reflect the different severity of metastatic disease at baseline. Side effects of pamidronate were mild and transient in both studies.",0
Poor outcome of patients with resectable breast cancer receiving adjuvant high-dose sequential chemotherapy following preoperative treatment.,"BACKGROUND/OBJECTIVES: The prognosis of resectable high risk breast cancer (BC) patients (N+ > 10) is poor with a five-year disease-free survival (DFS) after standard adjuvant ADM/CMF chemotherapy (CT) of about 40%. An improvement in survival has been reported when high-dose chemotherapy with autologous stem cell support is given. It has been recently suggested that nodal status and the degree of pathological remission following preoperative CT administered in patients harbouring tumors larger than 3 cm represent the most important prognostic factors for DFS. Since no data are available regarding the impact of primary CT in the high dose CT adjuvant setting, we retrospectively evaluated the efficacy of administering megadoses of cytotoxic drugs with stem cell support in the subgroup of patients showing poor response to preoperative CT., PATIENTS AND METHODS: Fourteen women with high risk BC, N+ > 10 and tumor size > 3 cm following antracyclin-based primary CT, received high dose sequential chemotherapy (HDS). The median number of positive axillary nodes at surgery was 18 and tumor size was greater than 5 cm in 6 patients. HDS chemotherapy consisted of cyclophosphamide (7 gr/m2), methotrexate (8 gr/m2) plus vincristin (2 mg), 2 courses of carboplatin (360 mg/m2), and Thiotepa (600 mg/m2) plus L-PAM (160 mg/m2) as final myeloablative regimen requiring stem cell support. RESULTS: At a minimum follow up of 12 months (median 18 months, range 12-40) 5 patients remained disease free (36%) and 9 (64%) have relapsed (7 within the first 10 months). CONCLUSION: Our retrospective analysis suggests that BC patients showing poor response to primary CT might fail to achieve the benefits expected from high dose intensification.",0
Adjuvant letrozole versus tamoxifen according to centrally-assessed ERBB2 status for postmenopausal women with endocrine-responsive early breast cancer: supplementary results from the BIG 1-98 randomised trial.,"BACKGROUND: The Breast International Group (BIG) 1-98 trial (a randomised double-blind phase III trial) has shown that letrozole significantly improves disease-free survival (DFS) compared with tamoxifen in postmenopausal women with endocrine-responsive early breast cancer. Our aim was to establish whether the benefit of letrozole versus tamoxifen differs according to the ERBB2 status of tumours. METHODS: The BIG 1-98 trial consists of four treatment groups that compare 5 years of monotherapy with letrozole or tamoxifen, and sequential administration of one drug for 2 years followed by the other drug for 3 years. Our study includes data from the 4922 patients randomly assigned to the two monotherapy treatment groups (letrozole or tamoxifen for 5 years; 51 months median follow-up [range <1 to 90 months]). A central assessment of oestrogen receptor (ER), progesterone receptor (PgR) and ERBB2 status using paraffin-embedded primary tumour material was possible for 3650 (74%) patients. ER, PgR, and ERBB2 expression were measured by immunohistochemistry (IHC) and ERBB2-positivity was confirmed by fluorescence in-situ hybridisation (FISH). Positive staining in at least 1% of cells was considered to show presence of ER or PgR expression. Tumours were deemed ERBB2-positive if amplified by FISH, or, for the few tumours with unassessable or unavailable FISH results, if they were IHC 3+. Hazard ratios (HR) estimated by Cox modelling were used to compare letrozole with tamoxifen for DFS, which was the primary endpoint, and to assess treatment-by-covariate interactions. The BIG 1-98 trial is registered on the clinical trials site of the US National Cancer Institute website http://www.clinicaltrials.gov/ct/show/NCT00004205. FINDINGS: By central assessment 7% (257 of 3650) of tumours were classified as ERBB2-positive. In 3533 patients with tumours confirmed to express ER, DFS was poorer in patients with ERBB2-positive tumours (n=239) than in those with ERBB2-negative tumours (n=3294; HR 2.09 [95% CI 1.59-2.76]; p<0.0001). There was no statistical evidence of heterogeneity in the treatment effect according to ERBB2 status of the tumour (p=0.60 for interaction), thus, letrozole improves DFS compared with tamoxifen regardless of ERBB2 status. The observed HRs were 0.62 (95% CI 0.37-1.03) for ERBB2-positive tumours and 0.72 (0.59-0.87) for ERBB2-negative tumours. INTERPRETATION: A benefit of letrozole over tamoxifen was noted, irrespective of ERBB2 status of the tumour, and, therefore, ERBB2 status does not seem to be a selection criterion for treatment with letrozole versus tamoxifen in postmenopausal women with endocrine-responsive early breast cancer.",0
"Randomized multicenter 2 x 2-factorial design study of chemo/endocrine therapy in operable, node-positive breast cancer (protocol 2).",,1
A randomized trial of mitomycin-C (M) versus mitomycin-C plus high-dose medroxyprogesterone acetate (MMPA) in the treatment of patients with advanced breast cancer.,"Seventy-six women with previously treated breast cancer were randomized to receive mitomycin (M) or M plus high-dose oral medroxyprogesterone acetate (MMPA). Patients were balanced with respect to age, performance status, hormone receptor status, previous treatment, and number of metastatic sites. There were more patients with visceral metastases in the M arm of the study. Side effects were tolerable and not significantly different for the two regimens. No life-threatening toxicity occurred. Objective response was documented in 4 of 37 patients on M and 11 of 39 on MMPA. On M the median time to treatment failure (TTF) was 3 months, and median survival was 7.8 months. On MMPA the median TTF was 4.4 months, and median survival was 9.7 months. There was a tendency for higher response and longer TTF and survival on MMPA, but statistical significance was not reached (p = 0.09).",1
The effect of exemestane on the lipidemic profile of postmenopausal early breast cancer patients: preliminary results of the TEAM Greek sub-study.,"INTRODUCTION: Long-term endocrine therapy for breast cancer may have clinical implications as drugs that potentially alter the lipid profile may increase the risk of developing cardiovascular disease. In this study, a companion sub-protocol to the TEAM (Tamoxifen and Exemestane Adjuvant Multicenter) International trial, we compared the effect of the steroidal aromatase inactivator exemestane on the lipid profile of postmenopausal women with early breast cancer in the adjuvant setting to that of tamoxifen. PATIENTS AND METHODS: In this open-label, randomized, parallel group study, 176 postmenopausal patients with estrogen and/or progesterone receptor positive early breast cancer were randomized to either adjuvant exemestane (25 mg/day; n = 90) or tamoxifen (20 mg/day; n = 86). Assessments of total cholesterol, high-density lipoprotein (HDL), low-density lipoprotein (LDL) and serum triglycerides (TRG) were performed at baseline and every 3 months for the first 12 months. RESULTS: Serum triglyceride levels were consistently increased above baseline throughout the study in the tamoxifen arm, while there was a trend towards reduction in the exemestane arm. There was also an overall trend for tamoxifen to decrease the levels of LDL throughout the study period. Exemestane did not demonstrate any other significant change in HDL levels; however, there was a consistent trend for a reduction in total cholesterol in both treatment arms. The atherogenic risk determined by the TC:HDL ratio remained stable in both arms throughout the treatment period. CONCLUSIONS: Exemestane appears to have a neutral effect on total cholesterol and HDL levels. Unlike tamoxifen's positive effect on LDL levels, exemestane does not significantly alter LDL levels. Tamoxifen on the other hand increases triglyceride levels, while exemestane results in a beneficial reduction in TRG levels. These data offer additional information with regard to the safety and tolerability of exemestane in postmenopausal breast cancer patients and support further investigation of its potential usefulness in the adjuvant setting.",1
Randomized trial of single compared with tandem high-dose chemotherapy followed by autologous stem-cell transplantation in patients with chemotherapy-sensitive metastatic breast cancer.,"PURPOSE: To compare progression-free survival between single and tandem high-dose chemotherapy (HDT) followed by autologous stem-cell transplantation in chemotherapy-sensitive metastatic breast cancer patients. PATIENTS AND METHODS: Between February 1997 and June 2001, 187 patients with complete and partial remission were randomly assigned to receive either one or two cycles of HDT, consisting of thiotepa (125 mg/m2/d for 4 days), cyclophosphamide (1,500 mg/m2/d for 4 days), and carboplatin (200 mg/m2/d for 4 days), followed by autologous stem-cell transplantation. RESULTS: One hundred seventy one of 187 randomly assigned patients completed first HDT, but only 52 of 85 completed the second HDT cycle in the tandem HDT arm. The rate of complete remission on an intent-to-treat-basis was 33% in the single-dose HDT arm and 37% in the tandem HDT arm (P = .48). The median progression-free survival times in single and tandem HDT arms were 9.4 and 11.2 months, respectively (one-sided P = .06; two one-sided P = .12), whereas median overall survival time tended to be greater after single versus tandem HDT (29 v 23.5 months, respectively; P = .4). In a multivariate analysis for progression-free survival, tandem HDT (hazard ratio [HR] = 0.71; 95% CI, 0.52 to 0.98; P = .03) and achievement of complete remission after induction chemotherapy (HR = 0.59; 95% CI, 0.37 to 0.96; P = .03) were factors for a better progression-free survival, whereas the factor of three or more sites of metastases (HR = 1.66; 95% CI, 1.12 to 2.47; P = .01) was associated with a worse progression-free survival. CONCLUSION: Despite a trend of improved progression-free survival, tandem HDT cannot be recommended for patients with chemotherapy-sensitive metastatic breast cancer because of a trend for shorter overall survival and higher toxicity compared with single HDT.",1
Prognostic and predictive value of thymidine phosphorylase activity in early-stage breast cancer patients.,"The antitumor effects of 5-fluorouracil (5-FU) and its derivatives depend upon the activity of nucleoside metabolic enzymes in tumor tissues. Thymidine phosphorylase (TP) converts 5'-deoxy-5-fluorouridine (5'-DFUR), an intermediate metabolite of capecitabine, to 5-FU. The relationship between TP expression in tumor tissues and patient survival was retrospectively examined in early-stage breast cancer patients treated with either oral 5'-DFUR administered for 6 months or surgery alone in a prospective randomized controlled trial. Thymidine phosphorylase expression in tumor cells and tumor-associated stromal (TAS) cells was examined by immunohistochemistry in 650 tissue samples from patients in this trial (n = 1217). Eight-year follow-up data showed that high TP expression in tumor cells was a significant prognostic indicator of a favorable outcome only for the patients in the 5'-DFUR group. Thus, TP expression was shown to be a predictive factor of 5'-DFUR efficacy. Conversely, a low TP expression in TAS cells was also a potent favorable prognostic indicator. These results on TP status in 2 tumor cell types could provide novel information for predicting prognosis for a patient subgroup, which would receive a probable therapeutic effect from 5'-DFUR, and presumably, from adjuvant therapy of capecitabine in early-stage breast cancer. Determination of TP status might also identify a patient subgroup whose prognosis is quite favorable even without adjuvant therapy. Further investigations on prognostic and predictive implications of TP activity in a clinical setting are warranted.",0
Postoperative chemotherapy and chemohormonal therapy in women with node-positive breast cancer.,"Separate trials for premenopausal and postmenopausal (less than or equal to 65 yr of age) patients with node-positive breast carcinoma were initiated by the Eastern Cooperative Oncology Group in 1978 to evaluate adjuvant chemotherapy and chemohormonal therapy approaches. Postoperative patients were stratified by degree of axillary nodal involvement and estrogen receptor (ER) status prior to randomization. Premenopausal patients received 12 monthly cycles of intermittent cyclophosphamide, methotrexate, and 5-fluorouracil (CMF), CMF plus prednisone (CMFP), or CMFP plus continuous tamoxifen (CMFPT). Postmenopausal patients received either observation or 12 monthly cycles of CMFPT or CMFP. The median follow-up for the analyzed patients is 54 months for the 553 premenopausal patients and 59 months for the 223 postmenopausal patients. The premenopausal trial has not demonstrated any significant differences between the regimens for either relapse-free or overall survival. The relapse-free survival in the postmenopausal trial has demonstrated a trend for CMFPT over observation (P = .07). Both CMFP and CMFPT are associated with an improved relapse-free survival over observation alone in ER-negative patients (P = .01) and in progesterone receptor-negative patients (P = .01). However, the relapse-free survival advantages have not translated to survival. Side effects were significantly increased with the addition of P to CMF in the premenopausal trial. The addition of T to CMFP was associated with an increased incidence of edema and hot flashes in premenopausal patients; however, the latter was decreased in postmenopausal patients relative to CMFP.(ABSTRACT TRUNCATED AT 250 WORDS)",1
"Tamoxifen and megestrol acetate for postmenopausal breast cancer: diverging effects on liver proteins, androgens, and glucocorticoids.","AIM: To compare the effects of tamoxifen and megestrol acetate on liver proteins, androgens, and glucocorticoids during adjuvant treatment for postmenopausal breast cancer. METHODS: A subgroup of women within a large prospective multicenter trial were followed with blood sampling every 3 mo during 2 yr. Women were randomized to receive either continuous tamoxifen 40 mg/d or repeated sequential treatment with tamoxifen and megestrol acetate (MA) 160 mg/d. RESULTS: We found profound and distinct differences between the two regimens. Tamoxifen increased steroid-binding proteins (SHBG and CBG) and suppressed circulating androgens and IGF-I. In contrast, the metabolic effects of tamoxifen were clearly antagonized by MA. There was a rise in IGF-I and marked suppression of steroid-binding proteins. Levels of free testosterone were reduced by 70%. MA also caused apparent adrenal suppression. CONCLUSION: The different effects on anabolic/catabolic balance and adrenal function may relate to certain clinical effects during treatment.",0
"Gene polymorphisms in cyclophosphamide metabolism pathway,treatment-related toxicity, and disease-free survival in SWOG 8897 clinical trial for breast cancer.","PURPOSE: There are no established genetic markers for prediction of outcomes after cyclophosphamide (CP)-containing adjuvant therapy for breast cancer. In an ancillary study to a SWOG (Southwest Oncology Group) trial (S8897), we investigated functional polymorphisms in 4 genes in CP pharmacokinetic pathways in relation to hematologic toxicity and disease-free survival (DFS).EXPERIMENTAL DESIGN: Germline DNA was available from 458 women who were at high risk of relapse and was randomized to CAF (CP, intravenous doxorubicin, and 5-fluorouracil) versus CMF (CP, intravenous methotrexate, and 5-fluorouracil) ± tamoxifen, and from 874 women who had a presumed favorable prognosis and did not receive adjuvant therapy. Odds ratios for grade 3 and 4 hematologic toxicity in the treated group and hazard ratios for DFS associated with selected functional polymorphisms in CYP2B6CYP3A4GSTA1 and GSTP1 were estimated by logistic regression and Cox proportional hazard regression.RESULTS: Compared with women with AA genotypes, those with at least 1 GSTP1 variant G allele had reduced risk of grade 3 and 4 neutropenia [odds ratios (OR) = 0.63, 95% CI = 0.41-0.97] and leucopenia (OR = 0.59, 95% CI = 0.39-0.89). No other associations between single nucleotide polymorphisms and toxicity or survival were found in the treated or untreated group.CONCLUSION: Known genetic variants in genes involved in CP pharmacokinetics may not have major effects on DFS in breast cancer patients. The lower risk of developing high-grade hematologic toxicity among women with variant GSTP1 alleles suggests that genetic markers in combination with clinical factors may be useful in defining a subgroup of women who are less susceptible to adverse hematologic toxicities with CP-containing therapies.",0
Development of a new G-CSF product based on biosimilarity assessment.,"BACKGROUND: Zarzio, a new recombinant human granulocyte colony-stimulating factor (filgrastim), was evaluated in healthy volunteers and neutropenic patients in phase I and III studies. PATIENTS AND METHODS: Healthy volunteers in randomized, two-period crossover studies received single- and multiple-dose s.c. injections of 1 microg/kg (n = 24), 2.5 microg/kg (n = 28), 5 microg/kg (n = 28), or 10 microg/kg (n = 40), as well as single-dose i.v. infusions of 5 microg/kg (n = 26), of Zarzio or the reference product (Neupogen). Filgrastim serum levels were monitored; pharmacodynamic parameters were absolute neutrophil count (all studies) and CD34(+) cells (multiple-dose studies). Supportive efficacy and safety data were obtained from an open phase III study in 170 breast cancer patients undergoing four cycles of doxorubicin and docetaxel (Taxotere) chemotherapy, receiving Zarzio (300 or 480 microg) as primary prophylaxis of severe neutropenia. RESULTS: The results of the studies in healthy volunteers confirm the comparability of the test and reference products with respect to their pharmacodynamics and pharmacokinetics. Confidence intervals were within the predefined equivalence boundaries. In the phase III study in breast cancer patients, the administration of Zarzio was efficacious and safe, triggering no immunogenicity. CONCLUSION: The results of these studies demonstrate the biosimilarity of Zarzio with its reference product Neupogen.",0
"Comparison of chemotherapy with chemohormonal therapy as first-line therapy for metastatic, hormone-sensitive breast cancer: An Eastern Cooperative Oncology Group study.","PURPOSE: Although hormonal therapy represents standard therapy for metastatic hormone-sensitive disease, many patients receive initial chemotherapy because of the location, bulk, or aggressiveness of their disease. It is uncertain whether simultaneous hormonal therapy provides additional benefit compared with chemotherapy alone. Eastern Cooperative Oncology Group trial E3186 was initiated to explore this question. PATIENTS AND METHODS: Between January 1988 and December 1992, 231 patients with estrogen receptor (ER)-positive or ER-unknown metastatic breast cancer were randomized to receive either chemotherapy (cyclophosphamide, doxorubicin, and fluorouracil ¿CAF) or chemohormonal therapy (CAF plus tamoxifen and Halotestin ¿fluoxymesterone; Pharmacia-Upjohn, Kalamazoo, MI ¿CAFTH) as front-line therapy for metastatic breast cancer. Patients who experienced a complete response to induction therapy either received or did not receive maintenance cyclophosphamide, methotrexate, fluorouracil, prednisone, and TH as a secondary randomization. RESULTS: The response rates (complete response and partial response) of patients who received CAF and CAFTH were similar (69.2% v 68.9%, respectively; P =.99). Time to treatment failure (TTF) was slightly longer for patients who received chemohormonal therapy compared with chemotherapy alone patients (13.4 months v 10.3 months, respectively; P =.087), and TTF was significantly longer in ER-positive compared with ER-negative patients (17.4 months v 10.3 months, respectively; P =.048). However, ER status had no effect on overall survival (30.0 months for CAF v 29.3 months for CAFTH). CONCLUSION: In patients with potentially hormone-sensitive metastatic breast cancer, chemohormonal therapy prolongs TTF for ER-positive patients without improving overall survival.",1
Sodium dithiocarb as adjuvant immunotherapy for high risk breast cancer: a randomized study.,"Sixty-four patients with non metastatic high risk breast cancer were randomized in a double blind trial of adjuvant immunotherapy with sodium dithiocarb (DDC) versus placebo. All patients underwent prior surgery (mammectomy according to Patey) then adjuvant FAC chemotherapy +/- DDC. With a median follow-up of 5 years we observed 6 relapses and 5 deaths in DDC group; 13 relapses and 12 deaths in control group. At 6 years, overall survival is 81% in DDC group versus 55%. Disease free survival (DFS) is 76% in DDC group versus 55%. DDC associated to chemotherapy and locoregional treatment can improve survival and probably DFS in this high risk breast cancer subgroup.",0
Phase III trial comparing three doses of docetaxel for second-line treatment of advanced breast cancer.,"PURPOSE: To evaluate whether a relationship exists between docetaxel dose and clinical response in the treatment of patients with advanced breast cancer. PATIENTS AND METHODS: Patients whose cancer had progressed after one prior chemotherapy regimen for advanced breast cancer or had recurred during or within 6 months of adjuvant chemotherapy were randomly assigned to docetaxel 60, 75, or 100 mg/m2 intravenously every 3 weeks. RESULTS: Five hundred twenty-seven patients were randomly assigned (intent to treat [ITT]), and 524 were assessable for toxicity. In the population assessable for efficacy (n = 407), logistic regression analysis showed that increasing docetaxel dose was significantly associated with higher response rate (P = .007) and improved time to progression (TTP; P = .014). In the ITT analysis, a significant dose-response relationship was observed for tumor response (P = .026) but not for TTP (P = .067). The incidences of most hematologic and nonhematologic toxicities were related to increasing dose, with grade 3 to 4 neutropenia occurring in 76.4%, 83.7%, and 93.4% and febrile neutropenia occurring in 4.7%, 7.4%, and 14.1% of patients administered the 60, 75, and 100 mg/m2 doses, respectively. One death was considered treatment related. CONCLUSION: A relationship between increasing dose of docetaxel and increased tumor response was observed across the dose range of 60 to 100 mg/m2 every 3 weeks. Toxicities were related to increasing dose. Depending on the therapy goal, any of the doses studied may be appropriate for second-line treatment of advanced breast cancer.",1
"Adjuvant cyclophosphamide, methotrexate and fluorouracil in node-negative and estrogen receptor-negative breast cancer. Updated results.","BACKGROUND: Node-negative breast cancers are considered to comprise a subgroup which is amenable to cure with local-regional therapy alone. However, approximately 30% of affected patients present new disease manifestations within 10 years after surgery. To test the hypothesis that node-negative and estrogen receptor-negative breast cancer patients can benefit from adjuvant chemotherapy, a prospective randomized study was activated at the Istituto Nazionale Tumori of Milan in 1980. PATIENTS AND METHODS: The study was conducted in 90 patients operated on for unilateral breast cancer who were then assigned to receive either 12 intravenous cycles of cyclophosphamide, methotrexate and fluorouracil (CMF) every three weeks, or no further treatment. Adjuvant chemotherapy was administered in the outpatient clinic of the Division of Medical Oncology. Patient characteristics were fairly well balanced between the two treatment groups except for primary tumor size: 58% of those with a primary tumor measuring > 2 cm in its largest diameter were randomized in the control group compared with 38% in the CMF regimen (P = 0.06). RESULTS: At 12 years after surgery treatment outcome was significantly superior for patients given adjuvant CMF. The relapse-free survival rate was 71% (95% confidence limits (CL): 56-86) versus 43% (95% CL: 28-58), and total survival was 80% (95% CL: 68-92) versus 50% (95% CL: 34-66), respectively. The benefit from the administration of CMF was evident in all patient subsets and was not influenced by menopausal status. CONCLUSIONS: The long-term results of this trial of adjuvant combination chemotherapy confirm our previous observations on the efficacy of adjuvant chemotherapy in node-negative breast cancer patients at high risk of early disease relapse.",1
"Short-term anastrozole therapy reduces Ki-67 and progesterone receptor expression in invasive breast cancer: a prospective, placebo-controlled, double-blind trial.","PURPOSE: The objective of this study was to compare Ki-67, Bcl-2, Bax, Bak, ER, and PgR expression in postmenopausal women with ER-positive invasive breast cancer (IBC) before and after short-term hormone therapy (HT) with either tamoxifen or anastrozole in order to identify a possible biomarker profile associated with hormone resistance.METHODS: Fifty-eight patients with palpable IBC were assigned to receive neoadjuvant therapy with either anastrozole, placebo, or tamoxifen for 26 days prior to surgery. Tissue microarray blocks were constructed from pre- and post-treatment biopsy samples and used for immunohistochemical analysis. Biomarker (Ki-67, Bcl-2, Bax, Bak, ER, and PgR) levels were assessed semiquantitatively using the Allred score. A statistical analysis was performed using general estimating equations (GEE) and analysis of variance (ANOVA) with a significance level of 0.05.RESULTS: There was a significant reduction in PgR scores from baseline (mean, 4.22) to post-treatment (mean, 1.94) in the anastrozole group, but only a non-significant trend toward an increase in PgR scores was found in the tamoxifen group. There was a significant reduction in Ki-67 scores from baseline (mean, 3.61) to post-treatment (mean, 2.56) in the anastrozole group (P = 0.01), but only a non-significant trend toward a reduction in Ki-67 scores was found in the tamoxifen group.CONCLUSIONS: There was a significant reduction in PgR and Ki-67 expression in the group treated with anastrozole. In the present study, the short-term HT was not associated with changes in apoptosis-related protein levels, regardless the type of drug used.",0
"TRIO-012: a multicenter, multinational, randomized, double-blind phase III study of IMC-1121B plus docetaxel versus placebo plus docetaxel in previously untreated patients with HER2-negative, unresectable, locally recurrent or metastatic breast cancer.","In this multinational, placebo-controlled, randomized phase III trial, Translational Research In Oncology (TRIO) will define the efficacy and safety of adding a novel antiangiogenic agent, IMC-1121B (ramucirumab), to standard first-line docetaxel chemotherapy for women with HER2-negative metastatic breast cancer. We will evaluate whether the addition of IMC-1121B prolongs progression-free survival and whether its use improves overall survival. Accrual is under way.",1
Adjuvant CMF for node-negative and estrogen receptor-negative breast cancer patients.,"From December 1980 to September 1985, a total of 90 eligible patients with stage T1-3a, node-negative, and estrogen receptor-negative (less than or equal to 10 fmol/mg of cytosol protein) tumors were entered into a randomized study to assess the effectiveness of adjuvant intravenous (IV) cyclophosphamide, methotrexate, and fluorouracil (CMF) in a subset of patients at high risk of early disease relapse. High values of [3H]thymidine labeling index were documented in two thirds of 62 assessed specimens from the patient population, and one half of the patients had histologically undifferentiated tumors. Patients were allocated to either local-regional modality alone (control group, 45 women) or to CMF (45 patients) after surgery. A full dose of CMF (600 mg/m2 each of cyclophosphamide and fluorouracil, and 40 mg/m2 of methotrexate) was administered IV on day 1, and then repeated every 3 weeks for a total of 12 treatments. After a median follow-up of 80 months, the 7-year results confirmed the superiority of adjuvant CMF compared to local-regional modality alone (relapse-free survival 85% vs 42%, P = .0001; total survival 86% vs 58%, P = .006). A benefit from adjuvant CMF was observed in all subgroups, and the rates of both local-regional and distant failure were decreased. Treatment was fairly well tolerated and devoid of life-threatening toxicity. Present results confirm our previous observation concerning the dismal prognosis of node-negative and estrogen receptor-negative breast cancer patients as well as the beneficial effect of adjuvant chemotherapy in this selected subset.",1
Circulating endothelial-cell kinetics and viability predict survival in breast cancer patients receiving metronomic chemotherapy.,"Antiangiogenic agents and therapeutic strategies have entered the clinical oncology arena. The classical tumor size measurements defined to monitor efficacy of chemotherapy, however, might not be appropriate for these newer therapeutics. We previously found that circulating endothelial cells (CECs) were increased in number and more viable in cancer patients compared with control subjects. We investigated the correlation between CEC kinetics and clinical outcome in patients with advanced breast cancer receiving metronomic chemotherapy, a therapeutic strategy associated with antiangiogenic activity and anticancer efficacy. CEC number and viability were measured by flow cytometry in patients and in preclinical models. CECs were decreased in patients for whom no overall clinical benefit (defined as a clinical response or a stable disease) was observed compared with those who had a clinical benefit (P = .015). This difference was due to an increased fraction of apoptotic CECs in patients with a clinical benefit. Univariate and multivariate analyses indicated that CEC values greater than 11/microL were associated with a longer progression-free survival (P = .001) and an improved overall survival (P = .005). Preclinical models indicated that the source of apoptotic CECs was most likely the tumor vasculature. CEC kinetics and viability are very promising as predictors of clinical response in patients undergoing metronomic chemotherapy.",0
Analysis of time to response to chemotherapy in 316 metastatic breast cancer patients.,"Chemotherapy is a major tool for metastatic breast cancer treatment. In this study, a series of 316 patients have been analyzed to evaluate the time needed to reach tumor response by means of combination chemotherapy. Twenty-five percent of patients responded within 3 months and virtually all responses occurred within 7.5 months. The time curves of response (any) and best response are superimposable. A subset analysis has shown that the following pretreatment characteristics predict a significantly longer time to response: prior exposure to adjuvant chemotherapy, nodal positivity at diagnosis, no previous endocrine treatment and osseous metastases.",0
Chemotherapy-induced emesis: management of early and delayed emesis in milder emetogenic regimens.,"The objective of the present study was to examine the problem of the control of nausea and vomiting induced by non-cisplatin containing cyclophosphamide-based chemotherapy regimens in breast cancer patients. This was randomized, double-blind, parallel-group and placebo-controlled study comparing the efficacy of three antiemetic therapeutic regimens (ondansetron for 3 days, ondasetron plus metoclopramide, and ondansetron given in a single dose) in breast cancer patients receiving cyclophosphamide-based chemotherapy regimens on an outpatient basis. Both the primary and the secondary efficacy were measured. The primary efficacy variable was the number of emetic episodes (considering early and delayed emesis). The secondary efficacy variable measured was the quality of life. Two-by-two tables using the chi-square test and relative-risk concept were elaborated for statistical analysis. There was no difference between high-dose ondansetron and ondansetron plus metoclopramide among patients given CMF (cyclophosphamide, methotrexate, 5-fluorouracil). The single-dose ondansetron regimen showed the worst results. In patients given an FEC regimen (cyclophosphamide, epirubicin, 5-fluorouracil) the antiemetic efficacy was best for the high-dose ondansetron regimen, followed by the ondansetron plus metoclopramide regimen, and was worst for single-dose ondansetron administration. Despite the use of different antiemetic schedules, nausea and emesis are significant problems in patients receiving cyclophosphamide-based chemotherapy. Their adequate control should be the aim of any antiemetic approach.",0
"A randomised trial comparing combination chemotherapy using mitomycin C, mitozantrone and methotrexate (3M) with vincristine, anthracycline and cyclophosphamide (VAC) in advanced breast cancer.","This paper describes a randomised clinical trial in patients with advanced breast cancer, comparing the regimen 3M, mitomycin C 7-8 mg m-2 (day 1), mitozantrone 7-8 mg m-2 (day 1 and 21), methotrexate 35 mg m-2 (day 1 and 21) given on a 42 day cycle with a standard anthracycline containing regimen, VAC, vincristine 1.4 mg m-2 (day 1), anthracycline (adriamycin or epirubicin) 30 mg m-2 (day 1), cyclophosphamide 400 mg m-2 (day 1) given on a 21 day cycle. Of a total of 217 patients, 107 were randomised to 3M and 110 to VAC and a mean of 5.5 courses was given per patient. The overall response rate (complete and partial) was 53% (95% Confidence Limits (CL): 43-62%) for 3M and 49% (CL; 39-58%) for VAC. The response according to sites of metastases was the same for both treatment groups. Symptomatic toxicity including alopecia, neuropathy, vomiting (P less than 0.001) and nausea (P less than 0.01) were significantly less for 3M. Myelosuppression including leucopenia (P less than 0.001) and thrombocytopenia (P less than 0.001) was significantly greater with 3M at day 21, although there was no difference in nadir counts in patients at special risk of myelosuppression and there was no evidence of an increase in infective or bleeding complications. There was no significant difference in the duration of response to 3M (10 months, CL 6-15) and VAC (11 months, CL 7-12), nor in survival (3M, 8 months, CL 6-12; VAC, 10 months, CL 8-12). These results indicate that 3M is as effective as, but has significantly less symptomatic toxicity than, an anthracycline containing regimen for the treatment of advanced breast cancer.",1
