"externalsessionid";"timestamp";"eventdate";"ordernumber";"pricecents";"totalcents";"quantity";"product_id"
37019;1459788687439;"2016-04-04";83801;929;929;1;514923
37612;1462264289237;"2016-05-03";24820;2034;2034;1;514936
59308;1461911775724;"2016-04-29";28656;2721;2721;1;515301
32464;1457531082042;"2016-03-09";81207;1082;1082;1;515347
38833;1462079162628;"2016-05-01";88305;549;2196;4;515472
78576;1460455125855;"2016-04-12";15378;792;792;1;515484
48639;1461784546764;"2016-04-27";16768;434;868;2;515545
61294;1461667094558;"2016-04-26";76474;313;313;1;515577
94447;1462512835120;"2016-05-06";34695;313;313;1;515577
72606;1463997455044;"2016-05-23";25778;313;313;1;515577
1151;1460782883187;"2016-04-16";30787;1097;1097;1;515803
92962;1462554044986;"2016-05-06";34231;1097;1097;1;515803
76358;1454563521276;"2016-02-04";43561;465;465;1;516087
92099;1455110137673;"2016-02-10";52259;3421;3421;1;516293
78547;1462685293739;"2016-05-08";39082;396;396;1;516498
50650;1463560919020;"2016-05-18";28568;2369;2369;1;516556
19290;1463490755198;"2016-05-17";53027;1418;1418;1;516562
53495;1460998121981;"2016-04-18";93999;755;755;1;517008
48192;1464079268974;"2016-05-24";63100;1333;1333;1;517279
91618;1452609152434;"2016-01-12";66627;425;425;1;517451
73984;1460356861965;"2016-04-11";32306;100;100;1;517553
90498;1453417317731;"2016-01-22";4410;478;478;1;517558
97388;1458296273106;"2016-03-18";90963;588;588;1;517568
71083;1465317786872;"2016-06-07";74188;7332;7332;1;517774
76887;1446888199369;"2015-11-07";9212;2916;2916;1;517820
40551;1463721288937;"2016-05-20";26387;2165;2165;1;517905
23424;1461055640427;"2016-04-19";73145;300;1200;4;517993
18523;1461052067122;"2016-04-19";18308;1380;1380;1;518179
10089;1459487105214;"2016-04-01";17461;803;803;1;518289
14097;1457088844460;"2016-03-04";49314;600;600;1;518641
90822;1453309240210;"2016-01-20";89094;380;380;1;518674
59983;1451891847585;"2016-01-04";56413;385;385;1;519021
57570;1464719244252;"2016-05-31";6647;910;910;1;519056
93087;1462960951416;"2016-05-11";91717;936;936;1;519063
14553;1462190951940;"2016-05-02";16751;815;815;1;519117
81067;1452761608396;"2016-01-14";79265;249;249;1;519370
50143;1464631626235;"2016-05-30";97067;440;440;1;519411
21329;1462263141676;"2016-05-03";95039;160;640;4;519453
83423;1454314000371;"2016-02-01";69985;1053;1053;1;519744
68093;1456254275572;"2016-02-23";15289;402;402;1;519977
80282;1462874717193;"2016-05-10";40832;2106;2106;1;520044
89112;1460016426713;"2016-04-07";62467;214;214;1;520121
86469;1460551386521;"2016-04-13";70903;885;885;1;520156
76060;1460730310054;"2016-04-15";81430;885;885;1;520156
39793;1461505290019;"2016-04-24";17478;885;885;1;520156
83730;1461582534433;"2016-04-25";62281;861;861;1;520181
43935;1462721148589;"2016-05-08";37365;269;269;1;520297
75971;1460361101780;"2016-04-11";77343;2006;2006;1;520343
75971;1460365772522;"2016-04-11";97225;2006;2006;1;520343
92797;1453808622574;"2016-01-26";61261;265;265;1;520363
92797;1453895382617;"2016-01-27";21545;265;265;1;520363
16030;1457510538617;"2016-03-09";89511;2165;2165;1;521005
34723;1455012181387;"2016-02-09";42594;809;809;1;521141
1969;1462881618986;"2016-05-10";48393;809;809;1;521141
17394;1463388938841;"2016-05-16";17447;209;209;1;521300
3963;1455018831198;"2016-02-09";26369;265;265;1;521548
78889;1461919215686;"2016-04-29";90470;194;194;1;521847
4375;1465117726818;"2016-06-05";8928;468;468;1;521903
93496;1462553599109;"2016-05-06";90194;923;3692;4;522245
58871;1453796998026;"2016-01-26";90468;367;367;1;522373
22073;1458571085772;"2016-03-21";43392;367;367;1;522373
42624;1458900307488;"2016-03-25";36470;347;1388;4;522521
22046;1463206798990;"2016-05-14";84467;282;282;1;522719
14912;1456408536138;"2016-02-25";35251;416;1664;4;522946
76673;1458710999780;"2016-03-23";36363;755;3020;4;523152
10712;1454004196534;"2016-01-28";21776;666;666;1;523272
12675;1451731981601;"2016-01-02";40161;734;734;1;523286
80550;1462549554704;"2016-05-06";94905;787;787;1;523776
37366;1460046237038;"2016-04-07";28051;1136;1136;1;523898
17174;1461749555146;"2016-04-27";46667;1136;1136;1;523898
34429;1463334251917;"2016-05-15";36341;1333;1333;1;523944
74213;1461476702520;"2016-04-24";48446;491;491;1;523967
94167;1458793439299;"2016-03-24";48701;739;1478;2;524194
30236;1459959204679;"2016-04-06";89940;4211;4211;1;524358
89974;1460954655534;"2016-04-18";32398;2077;2077;1;524372
29319;1462256680240;"2016-05-03";23109;885;885;1;524433
56249;1453623866605;"2016-01-24";6225;820;820;1;524515
241;1460388068585;"2016-04-11";40130;685;685;1;524556
19315;1459923486568;"2016-04-06";84093;505;505;1;524889
49076;1455882929180;"2016-02-19";86740;65;65;1;524956
45347;1456288002295;"2016-02-24";54651;413;413;1;525376
86860;1462803369723;"2016-05-09";50214;106;106;1;525442
59678;1458064743328;"2016-03-15";17769;405;405;1;525651
22162;1461904814941;"2016-04-29";46556;405;405;1;525651
42529;1462013483718;"2016-04-30";77488;267;1335;5;525904
10031;1460047244458;"2016-04-07";54574;553;1106;2;526057
10031;1460049950737;"2016-04-07";81098;553;1106;2;526057
96697;1456904320041;"2016-03-02";87908;676;676;1;526261
57525;1463388498846;"2016-05-16";86582;630;630;1;526394
76290;1460623955430;"2016-04-14";64704;1305;1305;1;526437
72450;1457847488335;"2016-03-13";92958;2740;2740;1;526679
78039;1453310451565;"2016-01-20";81896;256;256;1;526936
17757;1460889922572;"2016-04-17";33676;396;396;1;527226
65933;1464618540417;"2016-05-30";74556;396;396;1;527226
5254;1462738041732;"2016-05-08";83212;1017;1017;1;527331
71156;1452442347023;"2016-01-10";51897;449;449;1;528200
58199;1458825200258;"2016-03-24";69675;298;1192;4;528306
44970;1458555501007;"2016-03-21";29370;1687;1687;1;528403
89967;1455039728177;"2016-02-09";72069;4124;4124;1;528733
95446;1464344530073;"2016-05-27";46197;4124;4124;1;528733
96803;1461619570988;"2016-04-26";71407;370;370;1;529689
38146;1458562153854;"2016-03-21";7866;226;226;1;529726
44265;1455893842171;"2016-02-19";64183;910;910;1;530086
36395;1456921433283;"2016-03-02";10159;276;276;1;530441
39326;1461087673528;"2016-04-19";37021;362;362;1;530535
37194;1462469323792;"2016-05-05";81767;2978;2978;1;531149
51167;1453104505575;"2016-01-18";93519;311;311;1;531558
84349;1459175093975;"2016-03-28";19084;263;263;1;531620
47525;1461565097700;"2016-04-25";77150;648;648;1;531818
33408;1462371088154;"2016-05-04";3754;282;282;1;531958
57005;1461172230372;"2016-04-20";52264;843;843;1;532129
15437;1457756151011;"2016-03-12";49997;1168;1168;1;532138
94608;1463474961772;"2016-05-17";3078;4640;4640;1;532262
33957;1462952609745;"2016-05-11";18989;1261;1261;1;532449
38759;1462252815681;"2016-05-03";86933;294;294;1;532709
32306;1459695699430;"2016-04-03";58254;1885;1885;1;532926
45365;1454254633483;"2016-01-31";42633;4451;4451;1;533309
10352;1454491672817;"2016-02-03";32353;4451;4451;1;533309
2968;1460797894331;"2016-04-16";44616;4451;4451;1;533309
5554;1457021328891;"2016-03-03";69314;613;613;1;533337
34032;1457590998454;"2016-03-10";21869;613;613;1;533337
44664;1459505025004;"2016-04-01";84403;613;613;1;533337
75473;1459519516204;"2016-04-01";58743;613;613;1;533337
63400;1460784317596;"2016-04-16";69854;613;613;1;533337
63400;1460785242932;"2016-04-16";9982;613;613;1;533337
20788;1455893897407;"2016-02-19";47314;505;505;1;533684
52710;1454400250908;"2016-02-02";23891;996;996;1;534333
16045;1458888863468;"2016-03-25";77796;996;996;1;534333
43840;1455903507379;"2016-02-19";6915;443;443;1;534400
37872;1455361215240;"2016-02-13";15460;724;724;1;534419
53831;1462366292269;"2016-05-04";64779;3236;3236;1;534489
84402;1454920383269;"2016-02-08";20950;413;826;2;534782
33305;1464110587748;"2016-05-24";29697;1226;1226;1;534991
95564;1463500148853;"2016-05-17";19688;322;322;1;535183
42851;1460035316184;"2016-04-07";67418;765;765;1;535352
38915;1458195852989;"2016-03-17";68254;2150;2150;1;535600
72455;1460180003224;"2016-04-09";44137;2150;2150;1;535600
80153;1455348004079;"2016-02-13";80638;1361;1361;1;535863
3316;1461567576946;"2016-04-25";39990;1361;1361;1;535863
72299;1463226134340;"2016-05-14";25574;1361;1361;1;535863
59329;1464283242226;"2016-05-26";80732;541;541;1;535912
29750;1456383712763;"2016-02-25";39921;556;556;1;536031
24186;1464764819141;"2016-06-01";96433;556;556;1;536031
6830;1458986680009;"2016-03-26";34413;471;471;1;536187
98983;1453667689106;"2016-01-24";89084;1003;1003;1;536536
95582;1460964588633;"2016-04-18";68067;1003;1003;1;536536
45388;1462129355941;"2016-05-01";89628;739;739;1;536585
65211;1457813893705;"2016-03-12";41373;272;272;1;537146
51636;1455808592209;"2016-02-18";64904;125;125;1;537425
79348;1461927501717;"2016-04-29";9447;288;288;1;537662
9805;1456298083374;"2016-02-24";83494;388;776;2;537943
45461;1461689312658;"2016-04-26";8183;388;388;1;537943
75102;1462166623108;"2016-05-02";35846;388;388;1;537943
26467;1464702712236;"2016-05-31";79590;388;388;1;537943
51939;1455266704849;"2016-02-12";97032;168;168;1;538264
53887;1454258036872;"2016-01-31";32795;393;393;1;538454
87571;1459324124678;"2016-03-30";82251;879;1758;2;538566
2230;1463556004441;"2016-05-18";82586;838;838;1;539310
62022;1464188452977;"2016-05-25";53532;719;719;1;539758
63918;1462530426975;"2016-05-06";59801;425;425;1;539809
9084;1461860540423;"2016-04-28";73687;3743;3743;1;540209
23088;1464128844469;"2016-05-25";40995;3743;3743;1;540209
16535;1463383494913;"2016-05-16";17205;372;372;1;540215
84565;1460888293438;"2016-04-17";56532;329;329;1;540318
20678;1458969356487;"2016-03-26";3298;873;873;1;540819
54561;1454242407098;"2016-01-31";59808;141;141;1;541657
81239;1458737331666;"2016-03-23";42980;141;141;1;541657
59308;1461918052194;"2016-04-29";84228;2257;2257;1;541882
85778;1454959682180;"2016-02-08";81920;2226;2226;1;542099
76873;1464788521862;"2016-06-01";32661;2226;2226;1;542099
84560;1459431718314;"2016-03-31";23600;3421;3421;1;542353
76216;1462279720927;"2016-05-03";55333;402;402;1;542755
72358;1455407931915;"2016-02-14";6098;1144;1144;1;542868
91394;1460480601625;"2016-04-12";35057;798;798;1;542910
98751;1465064765850;"2016-06-04";39686;798;798;1;542910
4375;1465117726818;"2016-06-05";8928;422;422;1;543041
53320;1459424762346;"2016-03-31";44060;1342;1342;1;543180
46042;1460706886109;"2016-04-15";86860;82;82;1;543506
78082;1463027550006;"2016-05-12";18418;296;296;1;543645
90616;1454775462059;"2016-02-06";76368;340;340;1;543667
3101;1460523471288;"2016-04-13";95272;1795;1795;1;543721
24621;1460452745751;"2016-04-12";96765;1097;1097;1;544604
1225;1460033934363;"2016-04-07";71952;419;419;1;544730
27552;1464671040292;"2016-05-31";67195;258;258;1;544747
27552;1464613449202;"2016-05-30";67195;258;258;1;544747
59046;1461486204926;"2016-04-24";7767;446;446;1;544896
83156;1461560059330;"2016-04-25";44760;198;198;1;545280
33435;1457288041195;"2016-03-06";61256;212;212;1;545467
91407;1452093557525;"2016-01-06";12752;488;2440;5;545703
87581;1464584287945;"2016-05-30";81350;329;329;1;545821
46287;1458445928901;"2016-03-20";83821;94;94;1;545936
83168;1460223780308;"2016-04-09";18725;94;94;1;545936
95243;1462386837973;"2016-05-04";16213;139;139;1;546002
19781;1452522652543;"2016-01-11";83757;352;352;1;546096
26170;1463035760365;"2016-05-12";80389;218;218;1;546264
56970;1463048332662;"2016-05-12";66098;2106;2106;1;546394
63400;1460784317596;"2016-04-16";69854;6252;6252;1;546551
63400;1460785242932;"2016-04-16";9982;6252;6252;1;546551
69550;1453816683466;"2016-01-26";63431;3666;3666;1;546655
71875;1463719792673;"2016-05-20";20357;815;815;1;546904
92423;1464864117497;"2016-06-02";82852;471;471;1;547340
89733;1458992043110;"2016-03-26";38755;484;484;1;547585
95895;1460438178328;"2016-04-12";13034;256;256;1;547600
93586;1464071673636;"2016-05-24";86721;690;2760;4;548252
12556;1463046259481;"2016-05-12";56427;265;265;1;548271
93290;1461472114654;"2016-04-24";33440;755;755;1;548351
1590;1460482232436;"2016-04-12";67348;1003;1003;1;548391
81725;1460300962517;"2016-04-10";86563;4040;4040;1;548404
63142;1456893303538;"2016-03-02";48038;232;232;1;548860
55851;1461128610440;"2016-04-20";63213;635;2540;4;548951
18084;1454915020401;"2016-02-08";78944;1924;1924;1;548960
32464;1457531082042;"2016-03-09";81207;2592;2592;1;549068
5575;1455723074220;"2016-02-17";99680;452;904;2;549322
35761;1460818314723;"2016-04-16";10391;1585;1585;1;549802
91061;1458483639428;"2016-03-20";15669;320;320;1;549970
94234;1464507270424;"2016-05-29";28019;516;1032;2;550432
94700;1458038354095;"2016-03-15";20125;272;544;2;550990
96954;1449340170317;"2015-12-05";20246;347;347;1;551871
52897;1464285334597;"2016-05-26";29336;1585;1585;1;551993
61328;1461436336127;"2016-04-23";8984;399;399;1;552216
85027;1463559404530;"2016-05-18";6171;765;765;1;552315
10700;1459608839107;"2016-04-02";3106;3019;3019;1;552319
72766;1463424143691;"2016-05-16";21056;402;402;1;552463
72766;1463222198632;"2016-05-14";21056;402;402;1;552463
89545;1455820301607;"2016-02-18";49399;320;320;1;552686
61429;1463550373953;"2016-05-18";25823;244;244;1;552935
49782;1454936836056;"2016-02-08";23364;402;402;1;552973
34230;1460210994686;"2016-04-09";55095;402;402;1;552973
73869;1458993579168;"2016-03-26";59528;399;399;1;553213
25429;1459266669913;"2016-03-29";1403;1675;1675;1;553358
94852;1464423024973;"2016-05-28";70692;1675;1675;1;553358
41410;1458764604759;"2016-03-23";36162;744;744;1;553492
41410;1458764854568;"2016-03-23";20745;744;744;1;553492
20493;1458482409804;"2016-03-20";47401;838;838;1;553497
55074;1460557114277;"2016-04-13";85107;304;304;1;553568
10534;1463466796773;"2016-05-17";43495;393;393;1;553754
94447;1462371287832;"2016-05-04";79563;523;2092;4;553840
48676;1462107407407;"2016-05-01";65067;2721;2721;1;554123
95448;1460827230562;"2016-04-16";65312;910;910;1;554324
13242;1454759488714;"2016-02-06";24527;744;744;1;554581
53260;1464201050226;"2016-05-25";79940;260;260;1;554706
29226;1457011771047;"2016-03-03";97378;428;428;1;554814
84349;1459175093975;"2016-03-28";19084;1965;1965;1;554956
75971;1460361101780;"2016-04-11";77343;1965;1965;1;554956
95582;1460964588633;"2016-04-18";68067;1965;1965;1;554956
15558;1462556288507;"2016-05-06";78152;182;182;1;555023
51747;1460486896329;"2016-04-12";73008;2006;2006;1;555114
3481;1461668175428;"2016-04-26";36674;2006;2006;1;555114
55626;1456392718473;"2016-02-25";39740;313;313;1;555164
20564;1460227487492;"2016-04-09";93415;2006;2006;1;555197
78127;1455520898267;"2016-02-15";20263;1060;1060;1;555406
57005;1461168194877;"2016-04-20";41211;729;729;1;555882
84697;1455360174483;"2016-02-13";71281;2539;2539;1;556629
84697;1455360718012;"2016-02-13";44374;2539;2539;1;556629
25143;1458302655600;"2016-03-18";83957;699;699;1;556645
25143;1458302655600;"2016-03-18";83957;699;699;1;556645
13884;1460867786595;"2016-04-17";61670;335;335;1;557228
78127;1455520898267;"2016-02-15";20263;1024;1024;1;557804
90677;1464516662398;"2016-05-29";70609;407;407;1;557928
76187;1460635417364;"2016-04-14";6144;1618;1618;1;558086
24170;1457167974813;"2016-03-05";32493;317;317;1;558166
63425;1457690396298;"2016-03-11";76783;317;317;1;558166
47320;1458193533630;"2016-03-17";35910;317;317;1;558166
91415;1461500830111;"2016-04-24";3369;1060;1060;1;558641
73863;1463027218708;"2016-05-12";74506;534;2136;4;558785
12188;1448266389361;"2015-11-23";98133;498;498;1;558907
44780;1464238635281;"2016-05-26";36821;719;719;1;559449
43503;1461955533678;"2016-04-29";78639;478;478;1;559598
92388;1458907887090;"2016-03-25";85651;377;377;1;559638
28517;1462459383953;"2016-05-05";77034;666;666;1;559759
69995;1456662951612;"2016-02-28";47580;526;526;1;559801
82130;1460526612230;"2016-04-13";64535;1951;1951;1;560247
23732;1459081267148;"2016-03-27";82497;744;744;1;560291
65369;1453132308197;"2016-01-18";73572;776;776;1;560527
84358;1452183415269;"2016-01-07";42138;855;855;1;560559
37536;1452763261035;"2016-01-14";70199;855;855;1;560559
51574;1455976329286;"2016-02-20";99157;855;855;1;560559
59753;1457270985553;"2016-03-06";40205;855;855;1;560559
30934;1464333959422;"2016-05-27";41885;855;855;1;560559
93875;1465546426253;"2016-06-10";53143;855;855;1;560559
17687;1463558804184;"2016-05-18";88427;855;855;1;560559
88996;1455854841216;"2016-02-19";64557;345;345;1;560570
61937;1454221493588;"2016-01-31";3258;613;613;1;560899
71816;1459760780549;"2016-04-04";62326;413;413;1;561021
93876;1463936063390;"2016-05-22";13549;1269;1269;1;561025
23677;1454582442527;"2016-02-04";29747;537;537;1;561519
64630;1460225990867;"2016-04-09";45274;537;537;1;561519
85058;1463722185359;"2016-05-20";90612;537;537;1;561519
54024;1461684776538;"2016-04-26";39418;272;272;1;561561
47040;1464182554962;"2016-05-25";19399;1252;6260;5;561741
12291;1455473465516;"2016-02-14";48020;508;508;1;561837
49962;1460643159044;"2016-04-14";16342;174;174;1;562588
15272;1455806189157;"2016-02-18";33652;201;201;1;563071
30207;1455903124853;"2016-02-19";12079;201;201;1;563071
42114;1460183167832;"2016-04-09";27510;3304;3304;1;563326
8048;1464102630311;"2016-05-24";45536;3304;3304;1;563326
73598;1464698460100;"2016-05-31";56254;3304;3304;1;563326
24325;1458892156473;"2016-03-25";48838;1992;1992;1;563524
99768;1459321268032;"2016-03-30";51977;545;545;1;563789
70842;1460976857477;"2016-04-18";82263;545;1090;2;563789
76040;1463585833531;"2016-05-18";2741;545;545;1;563789
61561;1462981478373;"2016-05-11";79063;465;465;1;564041
50214;1455965600007;"2016-02-20";63637;217;217;1;564480
89501;1455554701643;"2016-02-15";23528;2798;2798;1;564859
95937;1457863707552;"2016-03-13";90040;322;322;1;565153
4226;1453638577040;"2016-01-24";12882;226;226;1;565155
62567;1453966095979;"2016-01-28";466;258;258;1;565250
89259;1459056359339;"2016-03-27";24441;258;258;1;565250
16566;1459959012667;"2016-04-06";37581;861;3444;4;565307
69854;1461658564307;"2016-04-26";64397;343;343;1;565325
6967;1463320417191;"2016-05-15";18661;399;399;1;565345
49100;1453632968029;"2016-01-24";9746;164;164;1;565382
30048;1455190511247;"2016-02-11";94988;164;164;1;565382
82398;1462357908700;"2016-05-04";79168;724;724;1;565390
62671;1459859302168;"2016-04-05";4819;425;425;1;565426
88195;1464292003297;"2016-05-26";841;117;117;1;565661
14327;1462518001995;"2016-05-06";87455;1342;1342;1;565806
32286;1459582549032;"2016-04-02";27859;1698;1698;1;565986
10115;1458896484654;"2016-03-25";836;153;153;1;566007
10115;1458754671742;"2016-03-23";836;153;153;1;566007
55433;1459418197772;"2016-03-31";7392;153;153;1;566007
38667;1460014815667;"2016-04-07";66394;153;153;1;566007
37128;1463997398424;"2016-05-23";62502;153;153;1;566007
90888;1460279902320;"2016-04-10";99515;873;873;1;566110
90888;1460390827253;"2016-04-11";10240;873;873;1;566110
2361;1454667110045;"2016-02-05";74516;449;449;1;566424
60956;1458544949655;"2016-03-21";92386;644;644;1;567043
35723;1455789704813;"2016-02-18";92681;326;326;1;567110
30475;1453729597525;"2016-01-25";60111;4040;4040;1;567313
30475;1453737408456;"2016-01-25";37629;4040;4040;1;567313
20389;1452577757598;"2016-01-12";97852;488;976;2;567367
75724;1463891996817;"2016-05-22";10731;249;498;2;567532
77710;1456737190307;"2016-02-29";90220;838;838;1;567693
94185;1460659570013;"2016-04-14";73719;576;576;1;567933
55641;1460290809794;"2016-04-10";48457;282;282;1;568116
60023;1455599957880;"2016-02-16";79275;626;626;1;568275
76408;1454858932155;"2016-02-07";50407;576;576;1;568722
96016;1459495299359;"2016-04-01";95686;1067;1067;1;569050
30257;1460362661385;"2016-04-11";24311;1067;1067;1;569050
92423;1464864117497;"2016-06-02";82852;92;92;1;569428
65403;1457625218183;"2016-03-10";11183;1082;1082;1;569433
34557;1464449034973;"2016-05-28";70700;399;399;1;569591
2339;1463557898685;"2016-05-18";24329;407;407;1;569649
19218;1459791081555;"2016-04-04";3160;304;304;1;569698
57253;1455879904087;"2016-02-19";31064;171;171;1;569887
72715;1464350540531;"2016-05-27";14706;265;265;1;570050
50497;1459843230000;"2016-04-05";60712;407;407;1;570086
4201;1457950990274;"2016-03-14";76753;163;163;1;570227
41375;1456308741867;"2016-02-24";31388;613;613;1;570255
65494;1463181671201;"2016-05-14";89130;605;605;1;570499
92986;1458018330492;"2016-03-15";72658;380;1520;4;570587
43450;1460662273860;"2016-04-14";40637;388;388;1;570643
74404;1462950668178;"2016-05-11";27164;443;443;1;570962
35102;1464685464592;"2016-05-31";37391;1563;6252;4;570982
76731;1455532501757;"2016-02-15";67780;1010;1010;1;571076
83568;1459857727209;"2016-04-05";15350;1010;1010;1;571076
80282;1462874556084;"2016-05-10";69742;719;719;1;571603
56749;1452144729429;"2016-01-07";13161;254;254;1;571683
6650;1460528759259;"2016-04-13";3104;145;145;1;571910
88401;1458480165913;"2016-03-20";53302;437;1748;4;572138
69723;1459492035640;"2016-04-01";74778;690;690;1;572268
68864;1460026038987;"2016-04-07";6795;910;910;1;572392
65201;1455879311167;"2016-02-19";80765;249;249;1;572469
34049;1460565733424;"2016-04-13";92908;329;329;1;572558
77902;1455490412970;"2016-02-15";71949;416;832;2;572994
32668;1461822173951;"2016-04-28";38699;416;416;1;572994
53574;1462029809802;"2016-04-30";66889;416;416;1;572994
22524;1455794544368;"2016-02-18";93663;605;605;1;573017
22524;1455795393297;"2016-02-18";28527;605;605;1;573017
22524;1455795644007;"2016-02-18";64431;605;605;1;573017
22524;1455795932241;"2016-02-18";63275;605;605;1;573017
42655;1453976310424;"2016-01-28";28327;242;242;1;573273
22665;1455178874307;"2016-02-11";80614;242;242;1;573273
68151;1460395901942;"2016-04-11";67004;242;242;1;573273
689;1462949569100;"2016-05-11";99902;242;242;1;573273
1917;1455810621985;"2016-02-18";10876;704;704;1;573379
51190;1453007352342;"2016-01-17";50557;317;317;1;573932
66502;1457689477561;"2016-03-11";43254;1479;1479;1;574313
32301;1451645303259;"2016-01-01";6850;549;549;1;574612
85564;1459930326428;"2016-04-06";7289;271;1084;4;574914
78526;1460199841175;"2016-04-09";2056;1152;1152;1;575010
60481;1462625340412;"2016-05-07";40953;1152;1152;1;575010
36864;1463130815235;"2016-05-13";37470;223;223;1;575200
25372;1459833543114;"2016-04-05";99817;1184;1184;1;575586
38537;1461464802999;"2016-04-24";47799;891;891;1;575607
59271;1461946931186;"2016-04-29";50718;891;891;1;575607
88314;1462433038081;"2016-05-05";49061;891;891;1;575607
39383;1462595289149;"2016-05-07";82051;891;891;1;575607
39646;1462362101679;"2016-05-04";46305;545;545;1;575801
92313;1461927089386;"2016-04-29";62236;142;142;1;575997
98869;1452322417220;"2016-01-09";28167;3214;3214;1;576341
23572;1451969742708;"2016-01-05";13080;3214;3214;1;576341
1797;1463048701657;"2016-05-12";3990;685;685;1;576562
4160;1464023818161;"2016-05-23";3802;393;393;1;576605
95887;1464720752524;"2016-05-31";59304;223;446;2;576771
57842;1463936443155;"2016-05-22";15783;217;217;1;576814
16390;1451832567760;"2016-01-03";4320;1951;1951;1;576820
85861;1462376053653;"2016-05-04";56;1951;1951;1;576820
17529;1455942198520;"2016-02-20";86678;1067;1067;1;576930
17529;1455944172638;"2016-02-20";29064;1067;1067;1;576930
65437;1457623271727;"2016-03-10";31663;843;843;1;577152
71372;1457759947182;"2016-03-12";32178;4330;4330;1;577246
56091;1453646282377;"2016-01-24";90187;1128;1128;1;577760
80231;1457373873706;"2016-03-07";39775;1128;1128;1;577760
16316;1462086484781;"2016-05-01";53993;709;709;1;577905
44761;1447006328969;"2015-11-08";13800;626;626;1;577922
49923;1459097515861;"2016-03-27";50538;205;205;1;578133
22343;1455271492075;"2016-02-12";19616;2937;2937;1;578630
31;1460733474388;"2016-04-15";62345;695;695;1;578664
12188;1447092727020;"2015-11-09";16602;383;383;1;579751
29419;1464536234132;"2016-05-29";78170;719;719;1;580067
32897;1457851755269;"2016-03-13";77635;372;372;1;580730
76331;1461045642845;"2016-04-19";49492;69;69;1;580816
7895;1456220168395;"2016-02-23";85382;396;396;1;581170
29138;1462310792858;"2016-05-04";51231;622;622;1;581397
44780;1464238635281;"2016-05-26";36821;96;96;1;581920
63106;1463116639934;"2016-05-13";20267;1287;1287;1;582062
20198;1456424075967;"2016-02-25";83761;2574;2574;1;582906
65179;1457630675424;"2016-03-10";53335;256;256;1;582952
44938;1459250106254;"2016-03-29";91330;2048;2048;1;583382
38094;1464497627695;"2016-05-29";72553;1305;1305;1;583439
14807;1462373902891;"2016-05-04";30690;1468;1468;1;583577
14395;1461773001361;"2016-04-27";46772;2210;2210;1;583724
65788;1453124234204;"2016-01-18";77464;508;508;1;583727
98751;1464408565364;"2016-05-28";89799;1017;1017;1;583959
81813;1455303581200;"2016-02-12";54173;322;322;1;584159
57290;1457853746413;"2016-03-13";17888;4673;4673;1;584205
29924;1458887758057;"2016-03-25";78761;357;357;1;584336
71238;1462261058764;"2016-05-03";70134;357;357;1;584336
4851;1461817446685;"2016-04-28";83516;1938;1938;1;584345
86860;1462803369723;"2016-05-09";50214;1121;1121;1;584739
78728;1462954784943;"2016-05-11";82623;1121;1121;1;584739
56416;1461511449571;"2016-04-24";5944;512;512;1;584814
91343;1462636236171;"2016-05-07";62103;263;263;1;585326
21915;1457967742873;"2016-03-14";82431;5330;5330;1;585603
19616;1460482199453;"2016-04-12";7185;212;212;1;585726
65937;1458139328199;"2016-03-16";44767;3397;3397;1;585888
51715;1462299362668;"2016-05-03";61514;1128;1128;1;586099
51715;1462220827219;"2016-05-02";61514;1128;1128;1;586099
98833;1458625713971;"2016-03-22";63615;605;605;1;586133
5575;1455723074220;"2016-02-17";99680;145;145;1;586300
14431;1460370327014;"2016-04-11";82539;105;105;1;586371
69063;1461950867729;"2016-04-29";20863;1965;1965;1;586711
41792;1454170934080;"2016-01-30";30546;690;690;1;586904
85058;1463722185359;"2016-05-20";90612;609;609;1;586992
43533;1456309883004;"2016-02-24";93538;530;530;1;587218
55341;1462460662024;"2016-05-05";86840;246;246;1;587354
59140;1454088634169;"2016-01-29";40723;734;734;1;587529
20639;1463248279645;"2016-05-14";62561;495;495;1;587927
61041;1459744649856;"2016-04-04";61065;393;393;1;588045
84027;1454210081028;"2016-01-31";3979;57;57;1;588183
26778;1458034337767;"2016-03-15";84847;372;372;1;588474
26778;1458121591271;"2016-03-16";84847;372;372;1;588474
95653;1461165832362;"2016-04-20";38443;680;1360;2;588597
19048;1460111405870;"2016-04-08";91339;1053;1053;1;588911
57450;1456590294594;"2016-02-27";57145;1136;1136;1;589110
7809;1454242538580;"2016-01-31";38264;383;383;1;589254
79231;1460032181046;"2016-04-07";91435;322;322;1;589312
77694;1455549339675;"2016-02-15";6342;1075;1075;1;589401
66587;1464458968603;"2016-05-28";84384;760;760;1;589470
38504;1463551395800;"2016-05-18";80294;232;232;1;589687
13745;1457495571993;"2016-03-09";72340;553;553;1;589902
52740;1460657851646;"2016-04-14";12437;613;613;1;590405
4160;1464023818161;"2016-05-23";3802;613;613;1;590405
90737;1460120125730;"2016-04-08";84190;468;468;1;590598
79321;1458809443255;"2016-03-24";42172;530;530;1;590696
98649;1461772688764;"2016-04-27";12695;530;530;1;590696
56908;1460782267206;"2016-04-16";22018;124;124;1;590872
38569;1461930054675;"2016-04-29";46915;241;241;1;590940
13007;1457103822824;"2016-03-04";77638;2385;2385;1;591097
71759;1459712430695;"2016-04-03";58267;2385;2385;1;591097
