Tweet,Avg
Was at the @apple store today.. Guy next to me brought in iPad with cracked screen that he said he found in the... http://fb.me/2yCZjoTIh,0
Newsflash: @Burberry Collaborates with @apple for the Spring/Summer 2014 Show at #LFW http://ow.ly/oPZc5  http://fb.me/2RUs2JZnI,0
@cherylcole @apple #iphone5c http://fb.me/2PMMKdYvh,0
"@Exhibit_K In fact, that should be the emoji for the action. HAA. We should write to @apple",0
There needs to be an emoji of someone in yoga pants @apple then I could truly describe my day with emojis,0
@betehene @apple #ipad 'e yapilan yanlis bize yapilmistir...,0
@KaitlinBongo @Apple Kaitlin -___-,0
New @Apple Patent: #iPad Anti-Reflective Display    http://bit.ly/17Wle65,0
{#IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO #IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO#IPODPLAYERPROMO @apple @itune},0
"I'm at @Apple Store, Crocker Park (Westlake, OH) http://4sq.com/14RQsYb",0
"Seeking lower tax rate, @Airbnb follows @google and @apple in choosing Ireland as its European HQ |http://onforb.es/19RHH3K  #travel",0
"@Apple's new @iPhone5c will be available to pre-order from Apple's online store on Friday, 13th of September.",0
Hey @apple please add Internet connection status indicator on iOS 7 Wi-Fi settings panel. More granular signal strength meter be nice too.,0
@apple,0
{#IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO #IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO#IPODPLAYERPROMO @apple @itune},0
Plagiaat @apple ? pic.twitter.com/mHVCI5fSlE,0
@apple para cuando la ota de ios7gm?? No me apetece hacer copia de seguridad,0
Could @Apple & @PayPal announcements be game changers in the #mpayment landscape? #mcommerce #bluetooth @IR_Magazine http://bit.ly/18W3upH,0
"""@JZFan: When are y'all gonna come out with the iJordans? @Apple @MichaelJordan""<stop this Q, don't you have night shift ir something",0
WHY WHY WHY WHY WHY WHY WHY WHY WHY WHY  @Apple @itunesfestival,0
"Resumen de la keynote de @Apple en 8 GIFs claves: iOS 7 tiene fecha de lanzamiento, 18/09/2013 http://bit.ly/17t8zXo",0
"We have something that YOU wish you had, called #BBM thats why #IChooseBlackBerry10 #BBM4ALL @BlackBerry @Apple @Google",0
.@CNNEE @Microsoft es una potencia imparable en el mundo del desarrollo. Ahora tb en hardware. @Apple es un subproducto con aires de mimo.,0
@Mr_EasyRyder @The_1nd_Only365 @Apple yu kno issie slow Collin lmaoo,0
@windowsphone You sure were quick to take down those videos blatantly calling out @Apple that were done in poor taste and quality.,0
@BostonReid @jasonreiner @apple lol,0
Yo @apple .... We need a boxing glove emoji,0
@beyonce @apple ??,0
Make a stop sign emoji @apple,0
Exijo mi dinero de vuelta @apple,0
"Php, katanya low cost??? @apple",0
Why doesn't my iPod have dinosaur emojis @apple,0
@apple why,0
C #IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO#IPODPLAYERPROMO @apple @itune,0
"If @apple's new #iphone5c case reminds you of Crocs, sorry, you're a freaking retard.",0
When is @apple going to create an upgrade were we can un-send text messages,0
@Apple #iPhone5C e #iPhone5S: i prezzi in Germania http://shar.es/iYsW0  via @TechstationIT,0
"It's important that Apple not become the developer for the world. We need people to invent their own stuff."" - Tim Cook CEO of @Apple",-0.2
@APPLE @GOOGLE #CHROME - #TEST #TEST #TEST - #iPad (Retina) #Chrome REALLY #UGLY PAGE RENDERING LUGGIES pic.twitter.com/LH1K8R7tzU,-0.2
@fulltimebro @Apple #Hip 1/10,-0.2
@Microsoft getting #desperate willing to pay you $200  to trade your @apple ipads for tablets. #really? @venturebeat http://bit.ly/18XPNXl,-0.2
@Google 's laughing at @Apple and I am laughing at what was left of my love for @Chrome #stinks,-0.2
@Twohat007 @Apple  ppl will buy it BC lodes of ppl like it (I don't) but most of the ppl in the wold do so it will sell but don't know y,-0.2
@battalalgoos @apple,-0.2
"A harder look at @Apple's #iPhone 5S security scanner, which allows the user's fingerprint to become the password http://ow.ly/oN4UB",-0.2
We need emergency battery @Apple,-0.2
I need to somehow keep headphones attached to my phone at all times. @apple,-0.2
So the @apple genius dude left me because my laptop was loading too slow.,-0.2
".@Apple VP Marketing: Be quiet, photogs, and let #iPhone do #photography for you. http://ht.ly/oPtNw  Condescension, anyone?",-0.2
"Dear @Apple    im sure im not the only one that types ""nerd"" so lets stop putting a red line under it.    Thanks,  Diego??",-0.2
@Apple???????? ????????????????????????????????!,-0.2
@DroClicquot @Apple neither am I!! #soannoying,-0.2
.@APPLE Pls get #Safari reading list in cloud!,-0.2
"iPhone 5C battery life is being promoted as 10 days stand by time. Lol, I'm sure I wont need to charge my phone for 10 days @Apple",-0.2
Why is #deathmatch not included in the auto-text on the #iphone? Huh @Apple? No gamers on your auto-text dev team?,-0.2
Fantastic new phone concept from @davehakkens; this is the kind of thing @apple should have come up with http://thndr.it/14IFdTv,-0.2
Argh! No puedo entrar a mi iMac @AppStore @Apple,-0.2
@Apple i need a cholula emoji stat.,-0.2
@florinNitulescu @nokia is really taking off @apple  #HelpTheFellow ;),-0.2
"@nitoTV I wish @Apple could change or allow us to change background color from black to others, on AppleTV 2 and 3",-0.2
"So I tried to preorder iphone5s last night but couldn't, I'm guessing they're sold out already?! @VerizonWireless @apple",-0.2
Anybody know what's going on with my iPhone 5?! @apple #iphone5 pic.twitter.com/qgM8gDrwfE,-0.2
"No me gusta la letra C, lo siento tontos @Apple",-0.2
"@Apple If you release a thumbprint protected password autofill feature, thumb theft will become the evening news.",-0.2
The new #iPhone is out! Lets go buy a #Samsung #Galaxy!   @BridgetCarey @CNET @Apple @BrianTong,-0.2
"@DarrenSproat @nokia @Apple Yeah. But by now Samsung has ""pyrited"" it.",-0.2
make your iphones waterproof @apple,-0.2
I love my Apple TV but I think @netflix and @apple need to fix Apple TV and get autoplay... This process is so annoying,-0.2
"Lol RT @thepartycow: Well, well. @motorola using @twitter to fire back @apple. In other news go @adambain!!! pic.twitter.com/nnk3VWQaLU",-0.2
@Apple ??,-0.2
@ybarra214amy WELL IT'S NOT MY FAULT @apple DOESNT HAVE A PAL EMOJI!!!,-0.2
How do you get a icon that you accidentally deleted off your phone? #calendar #teamiphone @apple @iphone #apple #iphone,-0.2
Time to short @Apple? pic.twitter.com/DXuTJk5Evo,-0.2
@SagarKamesh @Apple I wasn't hurt at all.,-0.2
5s manita? RT @MizBuchitos Mi banca rota es culpa de @Apple :(,-0.2
"On hold with @Apple, they're playing ""I Remember"" by @deadmau5.. Yeah don't transfer my call yet, I can wait for this song to finish! ? #tbt",-0.2
@windowsphone THROWIN SHADE @apple,-0.2
Why won't @apple release the ios7 for my phone already. I really want to see the difference in person.,-0.2
@7evenStarz @Apple you have made no statement about the female condom.,-0.2
China: @Apple no convence http://cort.as/5oXn,-0.2
"Will @apple help me fix my screen bc it doesn't work at all. I only dropped it and didn't work anymore, but i have no cracks on the screen",-0.2
@apple @itunes y'all need to add that music que to the iPhones in iOS 7,-0.2
When are y'all gonna come out with the iJordans? @Apple @MichaelJordan,-0.2
"At the @Apple store finally getting a new phone....it's been real 4s, but you just had to crack!",-0.2
i need a middle finger emoji @apple mAKE ONE,-0.2
Why y'all jerks not puttin the 5s on presale @apple ?!,-0.2
".@Apple discontinues Cards app and printing service, recommends using #iPhoto instead. http://ht.ly/oPzqp",-0.2
"With iBeacon, @Apple is going to dump on NFC and embrace the internet of things: http://goo.gl/PZQZsQ",-0.2
Why does my phone tell me I work today @apple,-0.2
#Nefarious @Apple says don't sweat it The data isn't stored on their servers or in the cloud but on the phone itself    http://bit.ly/1bgRunD,-0.2
thanks @apple. second charger this week. pic.twitter.com/cXbjgFjiAy,-0.2
@iPhoneTeam I'm moving to #Japan !! #TeamiPhone #TeamApple @apple,-0.2
How Wal-Mart's #IPhone Discount Defeated Apple's Price Controls | @Walmart @Apple | http://ow.ly/oQLkj,-0.2
All I wanted was waterproof and a front flash @apple ??,-0.2
@IvanKostynyk @verge @Apple There was so much leakage prior to the event that the release didn't bring much new information.,-0.2
@TarekAlaya @BlackBerry @Apple @google our simple dualcores makes pieces of iPhone 5 in benchmarks and beats a lot of quadcores,-0.2
OS X 10.8.5 indirilmeye sunulmus @apple,-0.2
.@Apple If you don't send me the gold iPhone 5S for free I will kill my mom. pic.twitter.com/hACMrMS5I1,-0.2
Lmao i hate u RT @JZFan: When are y'all gonna come out with the iJordans? @Apple @MichaelJordan,-0.2
The @Apple home page is light green advertising a plastic #iPhone5C -- the terrorists truly have won.,-0.2
#iOS #iOS7 #Apple @AppStore @applenws @apple #apple #jonyive @jonyive #uglyapps #ugly #fixed pic.twitter.com/Es1LN0abGC,-0.2
@Apple can't trick @Speck. #SocialParty2013 http://ow.ly/oN9uO,-0.2
"Hola bby, eres sensual @apple.",-0.2
@MobileKeverett You just wait. It will be immediately sold out when it's released. @Apple,-0.2
I want the GOLD ONE!! I wonder if they'll interchange my black iPhone 5 for it. It's a year old you greedy muthafreakers! @apple ??,-0.2
Please tell me @apple created a option to get out of a group message. #iphone5s,-0.2
This isn't just about a nice to have. PwC on why @Apple @Facebook 95 other global corps should disclose emisions http://bit.ly/18Xc8Dk,-0.2
"Psst, @apple, please let us customize icons for groups of apps on our iOS devices",-0.2
Create sturdier cords @apple,-0.2
@mishi_za @natz0711 @SamsungSA perfect time to move to @Apple they don't seem to care about you,-0.2
So @apple when was raining at 4 meant to say pouring at 1,-0.2
@Vada_YDG @apple can u make a middle finger emoji,-0.2
"@ibogost @TheAtlanticTECH @apple The #iPhone5S is #JonyIves banging those ""champfered edges"" like they were cowbells.",-0.2
Argh la espera ha sido eterna >< quiero ya el nuevo macbook pro 2013 @apple,-0.2
@GuardianSustBiz @CDP @Apple our data addictions mean huge carbon emission.,-0.2
"Hey @apple #iOS7 #iOS Why go flat, then use a 3D parallax effect on the homescreen? #needdepth #fixcontrast",-0.2
@annieftmccann @Apple darn she @ em and erthing,-0.2
"Japoneses acampan afuera de la tienda de @Apple en #Tokio, para ser  comprar los nuevos iPhone 5S y el 5C pic.twitter.com/0xUPoJfQ3z",-0.2
1% = 10%. I went to bed and woke up the next morning and my phone was still on 1%. @apple,-0.2
@JZFan @Apple @michaeljordan true! Ppl would lose all act right if that were to happen. Lmao,-0.2
#iPhone5S @apple Activist Post: Unmasking the Real Steve Jobs http://po.st/f06pN5  via @po_st,-0.2
"@Samsung & @Apple , we need phones with an endless battery life.",-0.2
Wishing @Apple had released a plastic backed 5s.  For obvious reasons...of course. http://sdrv.ms/163bRNs,-0.2
It's weird and a little #upsetting that @TheAppleInc doesn't have @Apple as its handle.,-0.2
"@highsnobiety @Apple this is so Nokia Lumia, it's sick!",-0.2
C #IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO#IPODPLAYERPROMO @apple @itune,-0.2
@apple @AyudaMovistarVe apple m mando al operador local para solicitar liberacion de mi iphone4s. Apple said that Movistar VE should do it,-0.2
"Ha! @bdwallace ""@thepartycow Well, well. @motorola using @twitter to fire back @apple. In other news go @adambain! pic.twitter.com/C6mGAMRQMI""",-0.2
"@highlyHIGHtori @Apple nah they didn't lie,they don't want you using it... It's a word tho",-0.2
#IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO#IPODPLAYERPROMO @apple @itune #IPOD GENERATION,-0.2
Can @Apple just buy IHOP already & turn it into a three-legged race store where nothing is as it seems?,-0.2
Really wishing @apple would offer me $200 for my IPad 1. Early adopters should be taken care of too!,-0.2
"@apple #iOS7 need to have more Filters to the camera , or remove 2 of the 3 black & white filters .. pic.twitter.com/Z05B3SaPoY",-0.2
"Quelqu'un peut-il expliquer a apple ce qu'est le ""low cost"" !! @Apple",-0.2
".@Apple discontinues Cards app and printing service, recommends using #iPhoto instead. http://ht.ly/oPzpn",-0.2
"These days, @Apple is more like a fashion label than an electronics company http://qz.com/123930  via @qz",-0.2
"Well taught alumna?RT @mchoto Curious re @Apple MKT dept thought process. Really dont get 5c. Same 5, only $100 less. No new mkt share.",-0.2
???????????? RT @kemalnads: JazzyJeff @Apple what the...,-0.2
http://thndr.it/14IFdTv  #phonebloks   @samsung @apple,-0.2
@jonjonnyp @Apple You will have to queue up in person with the rest of the normals & uglies to get the 5s.,-0.2
"Ha @thepartycow: Well, well. @motorola using @twitter to fire back @apple. In other news go @adambain!!! pic.twitter.com/MH4QF0dAM0",-0.2
Watched someone give a presentation this morning on their @Apple iPad only to have their unlock pw key presses be illuminated on screen.,-0.2
Yo @Apple where is the update to allow u to access your call history while on the phone?!,-0.2
It's about time that @apple released 0.7.5,-0.2
Silly @Microsoft. Making fun of @apple won't sell more products. It makes you look desperate.  Desperate is a bad strategy.,-0.2
@Apple and @BarackObama - laugh now but think about it pic.twitter.com/om0lZDgIRs http://nblo.gs/P1hLe,-0.2
@apple wheres? pic.twitter.com/dNxOECPQ3T,-0.2
"@dave1010 @nsa @Apple iphone5c is ready to receive your biometrics , Sir",-0.2
#RT      This is why #IChooseBlackBerry10     http://bit.ly/17sKeRJ     #iPhone5S  #iPadMini  @JimmyKimmel  #BB10  @BlackBerry   #QNX  #Z10  @Apple  #LOL,-0.2
Since @Apple teases us with the phone weeks before you can buy it; can I do the same with my payment for the phone?,-0.2
"Talked to @apple today, looks like another week until I get my computer back :(",-0.2
"Menos mal que compre bitcoins en lugar de acciones de @Apple, lol",-0.2
@apple care protection is onzin voor veel geld bij @ivizi_apr +macbook gekocht nu harde schijf kapot maar geen garantie door deukjes #fail,-0.2
. @Apple Doubles Down On An Incredibly Risky #Business #Strategy http://ow.ly/oMtWZ,-0.2
".@Apple discontinues Cards app and printing service, recommends using #iPhoto instead. http://ht.ly/oPzpS",-0.2
? ????? #iPhone5S @apple ????? ???????? ?? ?????? ?????? ???? ?? ? ????????? ???????... go NSA ??????,-0.2
Banned #iPhone 5S Promo @apple  http://youtu.be/fzG4BcaK064,-0.2
@apple and @verizon wireless need to figure out this iPhone roll out and take care of business,-0.2
Now I'm worried about Gmail tabs - the iPhone 5s/c email announcement from @Apple landed in my Updates tab #gmailapocalypse,-0.2
@Apple non-authorized Apple guy replaced my ipad wifi antenna for $50 while I had lunch. #asia #genius,-0.2
"@Apple a lot of people have said the iPhone 5S/5C did not contain any major innovations, maybe you need to adjust to their shallowness...",-0.2
In with the new but how the heck do I switch it on? Destructions don't say #help @apple pic.twitter.com/Epn891EAk7,-0.2
@MuldoonPatrick @AppStore @Apple @AppleTweets Must be time to switch to @AvidProTools I've never had a problem with @AvidProTools Cust Serv.,-0.2
"I want @microsoft, @google, @apple, and @facebook to stop taking cheap potshots at each other. Just tell us why *your own* product is good.",-0.2
":-) ""Turns out that 'c' in Apple's iPhone 5c doesn't stand for 'cheaper"" @apple #iphone  http://lnkd.in/bMWsyRR",-0.4
It's 2013 why can't I highlight text and un-capitalize it @apple like what are you guys even doing?,-0.4
@apple where tf is my update ?,-0.4
@Apple should have saved #iOS7's reveal to go with the phones.,-0.4
"@Apple: And, you all're standing a really really good chance of a lawsuit, unless you do my best friend right.  That's all that there is.",-0.4
@MattHouse15 @Apple What They haven't came out with iOS7 yet ill never know,-0.4
@Apple why is 16 gigs of storage even considered sufficient.,-0.4
I'm pretty sure @Apple purchased Nokia's old ring tones from MS for iOS 7. #lame #2002 #8bitsound,-0.4
@natz0711 @mishi_za @SamsungSA @Apple infrastructure not quite there yet,-0.4
"Seriously, @Apple - I carry two devices. #iPhone and #Walkman. You do FM on the nano, and your iPhone chips support FM. Just make it happen.",-0.4
@JoshAnderson09 @apple #iTards,-0.4
I have 0 storage left so I get her any texts or send any texts k thank @apple,-0.4
@apple what about #BBM4ALL ?? Why haven't you approved the app on iOS yet?,-0.4
".@Apple VP Marketing: Be quiet, photogs, and let #iPhone do #photography for you. http://ht.ly/oPtOD  Condescension, anyone?",-0.4
Phone autocorrects five to fivefifths. Thanks @Apple I'm outchea,-0.4
Almost half a grand for an @Apple iPhone 5(c)heap is a bit steep.,-0.4
THIS PHONE OMFG.    @apple ima need you to get it together.,-0.4
"But really, why am I looking at the video about the iphone 5s? It's not like I can afford it. *logs off @apple website*",-0.4
@Tom_fairclough9 @Apple or last longer than an hour when you actually use it. Like your supposed to?,-0.4
@Goddessvicky If only Jarvis could replace Siri. Think about it @Apple,-0.4
@fulltimebro @Apple ohhhhhh you need this new phone or you will die!!!!!!!,-0.4
"I'm happy that after a year of lies @apple has finally called the ""White"" iPhone what it really is .. Silver",-0.4
".@Apple discontinues Cards app and printing service, recommends using #iPhoto instead. http://ht.ly/oPzo9",-0.4
@Apple needs to get on the @UVVU bandwagon - all these new movies are coming out without #iTunes redemption codes (sad)!,-0.4
my ipod cracked hAlp @apple,-0.4
"C'mon @apple, you can do better! pic.twitter.com/zrJCO2LeJn",-0.4
"@apple #apple alleen kapotte batterij vervangen, telefoon al twee weken kwijt, bad service :(",-0.4
"@Google #Nexus4 $199 w/o contract. @Apple #iPhone 5c $549 w/o contract. There's ""premium"" and there's ""YIKES!"" http://shar.es/ijR3q",-0.4
u should make better chargers @apple,-0.4
Siri is being mean to me @apple pic.twitter.com/8c6IdlywTc,-0.4
What @Om Malik likes and doesn't like about the new @Apple iPhones http://buff.ly/1eGmopu,-0.4
"Well, well. @motorola using @twitter to fire back @apple. In other news go @adambain!!! pic.twitter.com/75hRORixpc",-0.4
Telcos are the worst consumer companies in the U.S. They make Apple look like a childrens show lol. @millerjr99 @Apple,-0.4
@apple hurry up with ios7 fs,-0.4
one in Katy too smh @apple,-0.4
I wonder how come @Apple takes 10 days to UNsubscribe you from EMs when they can JOIN you to an e-mail list in milliseconds... :-P,-0.4
"I don't think @Apple will be linking to this, guys!  RT @PopSci: Infographic! Should you buy a new iPhone? http://pops.ci/14MhGof",-0.4
customer service? 2nd day trying to get a new phone and staff is rude + blows through appt times. Time to switch from @apple #apple #soho,-0.4
@avoninspire @Apple omg same.,-0.4
Since yall stopped sellin the iPhone 5 they should lower the prices on it so I can pay it off quicker and get the iPhone 5s @apple,-0.4
@DGDtheband is like @apple they're driving up the demand for their album by only releasing one song.,-0.4
"Waay too many people waiting for #AppleCare, in my @Apple era this would not have been acceptable #Commodity pic.twitter.com/hgzYTEx3ya",-0.4
Why does @Apple want your finger prints? @NSA,-0.4
@jeanettehayes @Apple the company is literally not the same. at all.,-0.4
@1JazzyJeff @Apple what the...,-0.4
Darn why isn't there a middle finger emoji yet....it's needed!!!! not these!! ??????????????????????????????????????? @apple,-0.4
Ok the iPhone 5C looks weird and is very different from the previous Apple Products #Apple @Apple,-0.4
"Yo smart butt always tryna correct me when I know wtf I put but don't have them reddots under ""ain't"" & ain't AIN'T EVEN A WORD @apple",-0.4
".@Apple discontinues Cards app and printing service, recommends using #iPhoto instead. http://ht.ly/oPzms",-0.4
@Apple YH News Apple Stock Falls as Analysts Boo iPhone 5C Pricing: Apple stock (NASDAQ: AAPL) is in a near fr...  http://bit.ly/yh1pyu,-0.4
"Desaparecido el iPhone 5 de la Web de Apple (Descontinuado) AH OK!, y el 4S sigue en venta! que increible son esta gente de @apple",-0.4
@mog_sharif @DougRTequan @Android @Apple @Apples @Microsoft #Everybody now likes Android.,-0.4
@GuardianSustBiz @Apple @facebook @amazon #notgoodenough #CSR @Dr_Lara_Zib,-0.4
".@Apple VP Marketing: Be quiet, photogs, and let #iPhone do #photography for you. http://ht.ly/oPtMg  Condescension, anyone?",-0.4
I cannot change the server seed or gamemode or whitelist until @apple  Approves MCPE 0.7.5 for iOS,-0.4
@yld_thng @Apple what I thought pre-orders started today? Website lied?,-0.4
"by discontinuing #iphone5, @apple undercut ppl who wanted 2 get 1 once its $ drops. now, they have 2 get #iphone5C or new 5S. + or - sale ??",-0.4
"If you could make chargers that don't rip in 5 days, that'd be great. @apple",-0.4
"""@Apple didn't comment on wether the #NSA was involved in the development of Touch ID or if it has access to the encrypted data stored...""",-0.4
"Has @Apple lost it?  The latest product announces are evolutionary, not revolutionary.  New @Android are looking good....Time to switch?",-0.4
@Liberationtech @Apple @TriBizTech  disaster to make biometric ID the #1 selling point of iPhone in a post #Snowden and @ggreenwald world,-0.4
@ETGoldNews  @Apple Apple announces a gold iPhone and the price of gold drops.,-0.4
@howswelegant @Apple @bubblemania @laurenjessa what. The. F. & what happened to your phone?!?!??,-0.4
Why ain't I getting my email notifications @apple,-0.4
"@apple: love your products, hate inefficiencies of Genius Bar; why make an apt when I still need to wait 30mins?! http://4sq.com/1eOIu9d",-0.4
Hello @apple is your new iPhone going scratch every time you touch and crash when you get a few messages?,-0.4
Aiming at high end with iPhones is classic @Apple http://usat.ly/19OfIC1  via @USATODAY,-0.4
Mi banca rota es culpa de @Apple :(,-0.4
#iphone5s rs 6000 in #usa but 40000 in india why?? @appletweets @apple #iphone #apple #rip #india #rupeefalling,-0.4
I'm in agreement with Alaric here. Why isn't NFC in the iPhone? #iPhone @Apple @Polar_Moment http://lnkd.in/bnCWBJ3,-0.4
My iPhone cracked @apple when the new ones coming out,-0.4
".@Apple VP Marketing: Be quiet, photogs, and let #iPhone do #photography for you. http://ht.ly/oPtJB  Condescension, anyone?",-0.4
@apple why is the 5s $199 in the US & $719 in canada .. ?,-0.4
My iphone4 has so many broken features. Basic operation is Difficult. Cannot wait til sept 20 to get a new phone @apple #FirstWorldProblems,-0.4
".@Apple VP Marketing: Be quiet, photogs, and let #iPhone do #photography for you. http://ht.ly/oPtEr  Condescension, anyone?",-0.4
??13???????@apple store ?? ???????????????????????????????????????????????????????,-0.4
@Punk240z @Apple how come you aren't also defending the female condom?,-0.4
@PGAFFII @Apple yes. My phone has been acting strange since Tuesday.,-0.4
"@Apple missed KEY security opps w/ fingerprint scanner, eg scanning/sending prints of #iPhone thieves = theft deterrent & recovery aid. cc",-0.4
Sept. 13 SBD Global: Sunderland (@SAFCofficial) signs deal with Tanzania; @CTH sues @Apple over EPL mobile apps. http://bddy.me/14PXI6Q,-0.4
I really wished that @Apple let you preorder the iPhone5s!! I don't want to what to the 20th!!! That's soooo far away ??,-0.4
Banned #iPhone 5C Promo @apple  http://youtu.be/dU0Q_Ahcb1s,-0.4
@RichP nope i do not get it @appledevcenter @apple,-0.4
So is it true the camera on your @apple #imac never turns off and is always watching you? #privacy,-0.4
oh i didn't realize it's only the 5c that's presale tomorrow. boo @apple,-0.6
"Say what you will about #Windows8, at least I can go to a @Microsoft store and get a hard copy of the OS. #WTF @apple?",-0.6
@apple mightttt be losing money,-0.6
"@antoneg thanks for including us in ""Why @Apple will disappoint businesses with #iPhone 5S fingerprint scanner"" http://ow.ly/oMTKB",-0.6
Hey @delta your iPhone app is messed up. Keeps showing notifications in lock screen even when disabled. @apple should look into this. #hack,-0.6
Y'all can have a finger print scanner but can't get y'all weather app to be accurate? This a joke? @Apple,-0.6
iPhone 5C = 5 cheap...  Plastic = not worth the money  Metal forever @Apple... Get it right!,-0.6
@LawSchoolSrat You see @apple ? This is your problem. Not ours.,-0.6
Apple 5C sells for $199 in the US.... But it's 40k in India???  @apple  how come it s cheap?? :/,-0.6
@Apple needs to address the battery life on the current phones instead of producing and pushing new ones! ??,-0.6
"@Google should buy $BBRY it would put a nail in @Microsoft coffin, KO @Apple. @Blackberry app issue would end and Google dominate enterprise",-0.6
"So, all the fingerprint information people accidentally stored in demo phones at @Apple stores are basically free4all? #keynote #iPhone5s",-0.6
iMessages won't send k @apple,-0.6
Dear @apple in iOS7 I miss a clear and obvious button. Red text isn't enough for my simple mind.,-0.6
Is anyone else irritated that @apple still hasn't figured out how to make #Flash work on their mobile devices??? #corporatebully,-0.6
Aaaaa....@Apple paa...wey stuff dis?? Same old stuff...Jx bright colors,-0.6
why is icloud taking 4 hours to upload 2 GB that is so stupid @apple they really need a twitter account,-0.6
new #iphone will make @apple drop as no innovation of their products and other smartphone will beat them as they are better and cheap,-0.6
I swear I wont buy any locked to developer phone anymore cc @apple @windowsphone,-0.6
@apple should of stuck to the traditional black and white classy look,-0.6
@Apple YH News Apple Shares Fall After iPhone Event: Apple Inc. shares tumbled a day after the company launche...  http://bit.ly/yh1pyu,-0.6
Smh RT @cemorecake718: RT @SWAGGA_L: THE WORST !  RT @Mati_uCurvegawd: Yooo @apple why my iPhone 5 battery so sus?,-0.6
".@Apple VP Marketing: Be quiet, photogs, and let #iPhone do #photography for you. http://ht.ly/oPtNy  Condescension, anyone?",-0.6
who in their right mind is going to pay this much for a PLASTIC iPhone @Apple - r u joking or what? pic.twitter.com/ILb1xRqikd,-0.6
#IchooseBlackBerry10 because syncing files with my PC is easier and I don't need an @Apple or iTunes,-0.6
"Why @apple hasn't created a 'leave' option for group messaging yet, I'm not so sure..",-0.6
"@Apple shares drop. Complacency will level the most powerful individuals, companies, corporations and empires. @Samsung and @Google next?",-0.6
@apple brat,-0.6
The way @nokia_uk just burned @apple,-0.6
RT @SWAGGA_L: THE WORST !  RT @Mati_uCurvegawd: Yooo @apple why my iPhone 5 battery so sus?,-0.6
"Hey @apple ,@nokia called, they want their colourful unibody polycarbonate design back  ^^ @windowsphone",-0.6
@samsung made a waterproof phone???in your ace @apple !,-0.6
My phone died at 10% excuse me @apple that's not how it works,-0.6
i just lost three weeks worth of social media posts because my WiFi likes to do it's own gotdarn thing. @Apple y'all need to fix this!,-0.6
"R u joking with this fake steve jobs, @apple??? We all miss him, but don't be crazy pic.twitter.com/pshFqMmnlt",-0.6
@apple @cheerios @extra give it a freakin rest!,-0.6
Phone broke @apple,-0.6
I think the iPhone5S fingerprint scanner idea was submitted to @apple support in 2005 and took this long to get through the support process!,-0.6
@apple why do i have to chose? you could just make it in one coulour... pic.twitter.com/fOcSb1FMQc,-0.6
@Apple shares plummet after pricey #iPhone5C fails to hit the spot in #China | @ITProPortal http://ow.ly/oORAI,-0.6
CEO of @CDP asks If @Apple refusing to divulge carbon emissions data because arch-rival Samsung is out-performing http://bit.ly/18Xc8Dk,-0.6
the video from @Microsoft how was making fun off @apple it's PRIVET  what the freak !!!!,-0.6
@Apple your getting further away from product offering simplification and heading to complexity - its what got you in trouble before!,-0.6
@apple @AppStore @appleinsider Why are canadians always paying more? 5c USA$99 Canada$599 ? ROFL #EDTECH #Apple pic.twitter.com/e6NVt28xKt,-0.6
Coining #fingergate: When your new @Apple iPhone 5s fingerprint reader fails & locks you out of your own phone.,-0.6
why wont my phone stay charged @apple,-0.6
@apple thanks for the email asking me to buy your extremely overpriced phones in Australia. No thanks though. #applerort,-0.6
@Apple can u make more sustainable chargers and headphones so I can stop buying more....but that's probably ur plan,-0.6
@ErtaySh Of course it will it just seems like @Apple is losing its touch to wow the tech crowd. Common man doesn't know any better yet,-0.6
So bogus for @Apple to release a high-end phone and then basically make it obsolete a year later...for the 2nd time!! pic.twitter.com/icb7cSR5jS,-0.6
"like you say, arrogance MT @joconfino: @Apple @Facebook @Amazon refuse 2 divulge carbon emissions data to CDP http://bit.ly/18Xc8Dk",-0.6
not too pleased with @apple allowing wallmart to discount their new phones. why give them anything,-0.6
"No @Apple, I want my album covers, not your pictures. Give 'em back. pic.twitter.com/yKAiIHu6YY",-0.6
@delilahevening @pickadilly7 Lame. Get on that @apple.,-0.6
I only have 12% battery and I feel like dying @apple,-0.6
#iPhone #5c Baixou um espirito de escola de Samba no pessoal da @Apple  Ficou Feio de doer :(,-0.6
@apple are trying to royally screw me over! Wait for 2 weeks when your warranty runs out to send your phone in to be fixed!,-0.6
I'm not impressed with the #iPhone5s or #iPhone5c. @Apple needs to innovate to survive. http://exm.nr/15TSUDJ  (via @examinercom),-0.6
"Consider Yourself Warned, @Apple, @TheRevAl  Wants Bite Out of You | http://shar.es/iZ8KJ   #Diversity or... simply #RaceBaiting?? #tcot",-0.6
"Agree! RT @joconfino: Nothing short of a disgrace @Apple @Facebook @Amazon refuse 2 divulge carbon emissions to CDP, http://bit.ly/18Xc8Dk",-0.6
