TOWN,TRACT,LON,LAT,MEDV,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO
Boston Dorchester,1008,-71.0358,42.1675,20.2,5.82115,0,18.1,0,0.713,6.513,89.9,2.8016,24,666,20.2
Boston Dorchester,1009,-71.045,42.164,21.4,7.83932,0,18.1,0,0.655,6.209,65.4,2.9634,24,666,20.2
Boston Dorchester,1010,-71.055,42.165,19.9,3.1636,0,18.1,0,0.655,5.759,48.2,3.0665,24,666,20.2
Boston Dorchester,1011,-71.055,42.1685,19,3.77498,0,18.1,0,0.655,5.952,84.7,2.8715,24,666,20.2
Boston Mattapan,1101,-71.066,42.178,19.1,4.42228,0,18.1,0,0.584,6.003,94.5,2.5403,24,666,20.2
Boston Mattapan,1102,-71.07,42.168,19.1,15.5757,0,18.1,0,0.58,5.926,71,2.9084,24,666,20.2
Boston Mattapan,1103,-71.069,42.1725,20.1,13.0751,0,18.1,0,0.58,5.713,56.7,2.8237,24,666,20.2
Boston Mattapan,1104,-71.074,42.168,19.9,4.34879,0,18.1,0,0.58,6.167,84,3.0334,24,666,20.2
Boston Mattapan,1105,-71.0825,42.1698,19.6,4.03841,0,18.1,0,0.532,6.229,90.7,3.0993,24,666,20.2
Boston Mattapan,1106,-71.0833,42.175,23.2,3.56868,0,18.1,0,0.58,6.437,75,2.8965,24,666,20.2
Boston Forest Hills,1201,-71.0732,42.184,29.8,4.64689,0,18.1,0,0.614,6.98,67.6,2.5329,24,666,20.2
Boston Forest Hills,1202,-71.055,42.183,13.8,8.05579,0,18.1,0,0.584,5.427,95.4,2.4298,24,666,20.2
Boston Forest Hills,1203,-71.0511,42.1879,13.3,6.39312,0,18.1,0,0.584,6.162,97.4,2.206,24,666,20.2
Boston Forest Hills,1204,-71.0565,42.188,16.7,4.87141,0,18.1,0,0.614,6.484,93.6,2.3053,24,666,20.2
Boston Forest Hills,1205,-71.0528,42.192,12,15.0234,0,18.1,0,0.614,5.304,97.3,2.1007,24,666,20.2
Boston Forest Hills,1206,-71.0558,42.1913,14.6,10.233,0,18.1,0,0.614,6.185,96.7,2.1705,24,666,20.2
Boston Forest Hills,1207,-71.067,42.1945,21.4,14.3337,0,18.1,0,0.614,6.229,88,1.9512,24,666,20.2
Boston West Roxbury,1301,-71.1008,42.174,23,5.82401,0,18.1,0,0.532,6.242,64.7,3.4242,24,666,20.2
Boston West Roxbury,1302,-71.095,42.173,23.7,5.70818,0,18.1,0,0.532,6.75,74.9,3.3317,24,666,20.2
Boston West Roxbury,1303,-71.09,42.1665,25,5.73116,0,18.1,0,0.532,7.061,77,3.4106,24,666,20.2
Boston West Roxbury,1304,-71.0975,42.1608,21.8,2.81838,0,18.1,0,0.532,5.762,40.3,4.0983,24,666,20.2
Boston Hyde Park,1401,-71.0804,42.154,20.6,2.37857,0,18.1,0,0.583,5.871,41.9,3.724,24,666,20.2
Boston Hyde Park,1402,-71.075,42.1455,21.2,3.67367,0,18.1,0,0.583,6.312,51.9,3.9917,24,666,20.2
Boston Hyde Park,1403,-71.0715,42.155,19.1,5.69175,0,18.1,0,0.583,6.114,79.8,3.5459,24,666,20.2
Boston Hyde Park,1404,-71.065,42.161,20.6,4.83567,0,18.1,0,0.583,5.905,53.2,3.1523,24,666,20.2
Chelsea,1601,-71.0189,42.2344,15.2,0.15086,0,27.74,0,0.609,5.454,92.7,1.8209,4,711,20.1
Chelsea,1602,-71.0228,42.2335,7,0.18337,0,27.74,0,0.609,5.414,98.3,1.7554,4,711,20.1
Chelsea,1604,-71.0245,42.2368,8.1,0.20746,0,27.74,0,0.609,5.093,98,1.8226,4,711,20.1
Chelsea,1605,-71.016,42.2382,13.6,0.10574,0,27.74,0,0.609,5.983,98.8,1.8681,4,711,20.1
Chelsea,1606,-71.0297,42.2447,20.1,0.11132,0,27.74,0,0.609,5.983,83.5,2.1099,4,711,20.1
Revere,1701,-71.0125,42.2462,21.8,0.17331,0,9.69,0,0.585,5.707,54,2.3817,6,391,19.2
Revere,1702,-71.0125,42.25,24.5,0.27957,0,9.69,0,0.585,5.926,42.6,2.3817,6,391,19.2
Revere,1703,-71.0105,42.2547,23.1,0.17899,0,9.69,0,0.585,5.67,28.8,2.7986,6,391,19.2
Revere,1704,-71.001,42.2525,19.7,0.2896,0,9.69,0,0.585,5.39,72.9,2.7986,6,391,19.2
Revere,1705,-70.9947,42.2496,18.3,0.26838,0,9.69,0,0.585,5.794,70.6,2.8927,6,391,19.2
Revere,1706,-71.005,42.2455,21.2,0.23912,0,9.69,0,0.585,6.019,65.3,2.4091,6,391,19.2
Revere,1707,-70.9985,42.243,17.5,0.17783,0,9.69,0,0.585,5.569,73.5,2.3999,6,391,19.2
Revere,1708,-70.992,42.238,16.8,0.22438,0,9.69,0,0.585,6.027,79.7,2.4982,6,391,19.2
Winthrop,1801,-70.986,42.2312,22.4,0.06263,0,11.93,0,0.573,6.593,69.1,2.4786,1,273,21
Winthrop,1802,-70.991,42.2275,20.6,0.04527,0,11.93,0,0.573,6.12,76.7,2.2875,1,273,21
Winthrop,1803,-70.9948,42.226,23.9,0.06076,0,11.93,0,0.573,6.976,91,2.1675,1,273,21
Winthrop,1804,-70.9875,42.224,22,0.10959,0,11.93,0,0.573,6.794,89.3,2.3889,1,273,21
Winthrop,1805,-70.9825,42.221,19,0.04741,0,11.93,0,0.573,6.03,80.8,2.505,1,273,21
