Balance,QualMiles,BonusMiles,BonusTrans,FlightMiles,FlightTrans,DaysSinceEnroll
164178,2364,35314,23,1100,3,4883
18601,0,100,1,0,0,4888
49331,0,23572,12,100,1,4888
43326,0,4164,12,0,0,4881
12112,0,0,0,0,0,4882
98343,0,31961,16,0,0,4971
83006,0,45167,13,0,0,4906
110980,0,12900,8,950,4,4853
78032,0,24046,23,0,0,4862
176262,0,12678,8,150,1,4862
239576,0,13301,12,0,0,4849
642756,0,37889,15,1000,2,4841
41370,0,51335,9,0,0,4842
92905,0,1766,10,0,0,4827
7430,0,10500,5,0,0,4791
68390,0,3450,3,950,2,4754
18366,0,1100,3,1100,3,4783
197673,0,48932,15,0,0,4775
11789,0,28756,20,900,2,4775
213539,0,2750,15,0,0,4751
13310,0,0,0,0,0,4755
207395,0,55903,17,500,1,4761
25688,2396,3103,10,0,0,4754
259582,0,3833,21,1762,9,4638
288379,0,15942,8,1442,5,4741
3580,0,130,3,0,0,4730
84305,0,78931,15,0,0,4734
4780,0,0,0,0,0,4733
88192,0,47848,22,500,1,4784
105665,0,31226,13,0,0,4727
24756,0,7720,26,500,2,4723
51304,1362,11611,40,10075,36,4708
12404,0,1950,7,1200,4,4701
80988,0,4413,5,0,0,4707
5617,0,4400,4,400,1,4706
68023,0,119512,33,500,1,4702
108100,0,45113,17,1000,2,4699
17470,0,4100,9,2500,5,4691
138332,0,67836,17,0,0,4692
4087,0,500,4,0,0,4684
40264,0,19137,13,0,0,4684
13290,0,3175,5,0,0,4679
130761,0,52423,15,0,0,4674
14371,0,28723,13,0,0,4671
25322,0,23821,16,0,0,4673
55356,0,23871,15,0,0,4660
134501,0,59855,32,1193,2,4663
63311,0,29318,11,0,0,4667
90307,0,3150,3,650,2,4664
2198,0,16070,12,0,0,4658
43749,5583,9557,5,0,0,4664
7730,0,375,3,0,0,4659
16171,0,2875,16,0,0,4656
192108,1000,10200,3,200,2,4656
35895,0,15720,11,0,0,4649
46578,0,8322,12,0,0,4645
54309,0,6772,7,250,1,4698
45613,0,29117,16,350,1,4625
297127,0,27415,16,0,0,4631
93148,0,7776,18,0,0,4631
27905,0,3794,11,0,0,4628
139983,0,17289,24,100,2,4629
188703,0,62973,53,500,1,4625
19479,0,2250,4,0,0,4625
63635,0,5175,31,50,1,4622
77203,0,66817,16,0,0,4646
19020,0,330,3,0,0,4614
61172,0,6875,10,0,0,4609
7342,0,0,0,0,0,4604
62076,0,11221,15,1050,2,4603
13046,0,0,0,0,0,4597
11527,0,16874,27,3880,6,4583
77814,0,43914,17,0,0,4587
75303,0,74990,15,0,0,4598
7545,0,616,6,0,0,4587
26972,0,0,0,0,0,4587
184805,0,52755,22,0,0,4726
93971,0,62023,22,450,3,4580
66328,0,40522,14,0,0,4575
51745,0,41377,14,0,0,4606
64341,0,63621,13,0,0,4568
49708,0,0,0,0,0,4560
46926,0,27889,15,0,0,4554
199418,1000,25590,39,3199,9,4548
9126,0,1202,13,350,1,4554
95109,0,26149,8,0,0,4593
65706,0,21958,17,0,0,4534
9862,0,31280,15,0,0,4545
253349,0,68947,18,1000,2,4545
25541,0,660,3,0,0,4520
5580,0,60,2,0,0,4533
37514,0,35874,31,500,1,4537
67083,0,4600,4,500,1,4532
92646,0,27177,16,0,0,4523
21110,0,3402,12,0,0,4516
102570,0,70503,20,0,0,4524
15876,0,0,0,0,0,4512
8957,0,0,0,0,0,4509
5375,0,2000,9,0,0,4509
109114,0,31956,27,0,0,4512
23432,0,1162,10,0,0,4510
111384,0,26669,14,0,0,4505
69880,0,4635,5,0,0,4552
11289,0,1500,5,0,0,4492
119676,500,550,4,550,4,4485
21847,0,929,4,903,3,4491
40808,0,38612,27,400,2,4490
47509,0,21210,10,1000,2,4490
20248,0,18507,37,1700,5,4488
3441,0,1643,6,0,0,4484
35216,0,9959,14,0,0,4481
63036,0,9006,14,0,0,4475
20844,0,20844,10,0,0,4474
42420,0,1000,1,0,0,4461
36254,0,7232,7,0,0,4453
22412,0,11654,12,0,0,4460
11512,0,3667,14,0,0,4460
1703,0,1230,4,0,0,4390
51471,0,15505,32,412,1,4450
70518,0,2000,3,1000,2,4450
431824,0,30480,16,500,1,4443
25577,0,33420,18,0,0,4432
17111,0,13577,10,0,0,4434
99336,0,14195,14,500,1,4453
67612,0,0,0,0,0,4442
38918,0,6505,29,618,2,4442
72812,0,16930,17,50,1,4442
134937,0,500,1,0,0,4427
121688,0,31631,15,0,0,4420
162410,0,20203,17,0,0,4420
59821,500,4200,4,200,2,4419
96053,0,2200,6,2200,6,4391
171946,0,19198,28,0,0,4397
15737,0,220,3,0,0,4404
77814,0,14786,11,0,0,4394
53768,0,4798,16,450,1,4387
245731,0,34322,35,0,0,4385
87366,0,18012,16,0,0,4380
56461,0,40190,14,0,0,4359
46855,0,8845,17,0,0,4379
53027,0,0,0,0,0,4585
96610,0,66298,22,0,0,4362
61450,0,7927,10,0,0,4383
18538,0,2200,3,0,0,4344
28319,0,18449,13,0,0,4392
107360,0,15641,15,0,0,4423
32510,0,14568,13,0,0,4341
9753,0,1235,3,0,0,4343
13033,0,1625,6,0,0,4334
17609,0,803,5,803,5,4317
104052,0,6016,12,0,0,4331
13878,0,0,0,0,0,4317
7254,0,0,0,0,0,4323
12560,0,1282,6,1282,6,4324
94938,0,12999,21,0,0,4310
86143,0,29652,11,500,1,4317
138512,0,30130,15,50,1,4313
66875,0,3206,17,0,0,4308
96026,0,25670,19,0,0,4310
31572,0,0,0,0,0,4299
11834,0,0,0,0,0,4306
23552,0,36165,11,0,0,4300
66052,0,8380,8,0,0,4301
55639,0,2750,15,0,0,4299
68226,0,3147,8,200,2,4299
37953,0,62571,28,0,0,4282
17810,0,1375,4,0,0,4294
21915,0,7000,33,0,0,4289
32563,0,4200,3,200,1,4282
49479,0,5500,24,100,1,4282
23854,0,22498,18,250,3,4274
60049,0,0,0,0,0,4278
75112,0,35532,14,500,1,4271
19787,0,2016,9,500,1,4258
30664,0,21242,22,700,5,4268
91716,0,6978,12,0,0,4267
219174,0,4500,5,2000,4,4265
16495,0,18779,11,0,0,4261
25963,0,8183,25,0,0,4244
1701,0,10,1,0,0,4260
73852,0,0,0,0,0,4252
12791,0,0,0,0,0,4246
39020,0,1295,4,0,0,4246
1076,0,11379,8,0,0,4233
34443,1440,2125,10,0,0,4233
4735,0,275,2,0,0,4257
41279,967,3664,4,3164,3,4233
4708,0,1000,1,0,0,4232
63090,0,12059,20,350,3,4231
156544,0,46593,13,0,0,4225
12239,0,2912,5,0,0,4226
101464,0,14610,13,0,0,4223
55147,0,29219,13,0,0,4225
59424,0,36600,23,1000,3,4211
52084,0,4836,7,0,0,4222
368535,0,146201,21,2600,6,4210
116288,0,65073,18,0,0,4209
114508,0,29960,22,1250,8,4226
456509,0,500,1,500,1,4201
19634,0,0,0,0,0,4198
56258,0,38591,23,500,1,4197
102373,0,67212,33,6600,14,4190
20426,0,3993,7,3493,6,4194
13034,0,60000,6,0,0,4169
22455,0,38814,17,0,0,4175
11604,0,95,2,0,0,4177
72510,0,31469,12,0,0,4169
33383,0,0,0,0,0,4163
181200,0,7514,21,0,0,4159
17500,0,17500,2,0,0,4167
22751,0,4500,9,4500,9,4166
12465,0,380,3,0,0,4162
6316,0,0,0,0,0,4149
66860,0,12667,20,980,5,4155
975,0,350,3,0,0,4519
197973,0,72345,14,1029,2,4155
50909,0,14830,18,0,0,4135
79500,0,21489,15,0,0,4146
15875,0,24918,12,0,0,4141
159109,0,19554,24,1557,6,4138
12906,0,0,0,0,0,4124
14155,0,3250,19,0,0,4134
576,0,12082,14,0,0,4128
48896,0,4081,12,3397,10,4139
27669,0,3375,20,0,0,4127
21708,0,12811,13,0,0,4100
10643,0,40585,14,850,2,4107
264685,0,57505,16,0,0,4112
35433,0,1600,3,0,0,4113
162369,0,41359,15,500,1,4113
6206,0,375,3,0,0,4107
226941,1000,44771,17,0,0,4099
94544,0,111827,8,350,1,4105
128302,0,132263,32,400,2,4103
3664,0,0,0,0,0,4089
56017,0,3905,6,1668,1,4086
40835,0,50602,39,2250,10,4090
24496,0,4000,3,500,1,4086
36033,0,36033,13,0,0,4079
12766,0,1900,4,400,2,4072
147596,0,19175,19,16675,18,4076
16489,0,4851,27,0,0,4064
84516,0,22713,15,0,0,4063
74147,0,8315,16,50,1,4064
24887,0,0,0,0,0,4047
56954,0,29409,32,0,0,4051
8647,0,0,0,0,0,4036
37114,0,21623,12,0,0,4040
50715,0,39211,13,0,0,4051
149305,0,49893,19,0,0,4030
225665,0,4288,15,500,1,4048
20534,0,589,7,0,0,4021
3962,0,292,8,0,0,4027
5112,0,0,0,0,0,4020
67358,0,67027,34,500,1,4379
11925,0,400,4,400,4,4015
30300,0,2160,7,0,0,4002
39139,0,710,4,0,0,3967
52440,0,500,1,0,0,4026
23329,0,6326,3,0,0,4008
10679,0,13363,12,0,0,4001
53487,0,0,0,0,0,3991
355423,5009,20500,20,100,1,3963
9052,0,280,2,0,0,3987
129972,0,15081,18,500,1,3986
283670,0,39260,39,200,1,3972
189054,0,17900,25,7400,23,3985
150312,0,1000,1,0,0,3967
33517,0,1250,2,250,1,3978
97750,0,12616,16,600,2,4074
59035,0,245,4,0,0,3960
132335,0,30273,14,0,0,3974
82981,0,105325,44,1000,2,3964
52139,0,16314,14,250,1,3965
123313,0,31595,15,0,0,3959
131755,909,37299,16,0,0,3952
46440,0,5582,24,0,0,3952
58970,0,13467,18,0,0,3946
152367,0,43406,24,700,3,3938
80534,0,20715,17,0,0,3949
12184,0,1160,3,0,0,3939
10355,0,6510,10,0,0,3918
39947,0,1750,7,0,0,3922
3082,0,0,0,0,0,3923
37563,0,8142,14,0,0,3925
145868,0,61068,18,10042,4,3925
14231,0,4950,24,1700,5,3917
87282,0,13480,10,0,0,3911
11355,0,135,3,0,0,3916
197239,0,53412,25,250,2,3914
50586,0,0,0,0,0,3902
54388,0,27516,14,0,0,3903
30546,0,11304,14,0,0,3900
24407,0,923,10,0,0,3910
640169,0,82561,36,400,2,3895
56213,0,3207,14,350,1,3900
21944,0,29461,13,0,0,3900
76552,0,150010,36,0,0,3894
37244,0,38220,18,0,0,3890
38439,0,3318,13,0,0,3886
32160,0,1130,6,250,1,3883
126873,0,95598,32,500,1,3880
8000,0,2250,11,0,0,3879
194906,0,23780,14,200,1,3880
85751,0,26842,14,0,0,3711
15676,0,0,0,0,0,3178
55064,0,8041,13,0,0,3329
40675,0,1413,9,0,0,2895
7843,0,600,2,600,2,3557
56896,0,34019,15,0,0,3696
91935,0,17550,18,0,0,4216
50496,0,13287,26,0,0,4610
19896,2395,9866,11,0,0,4602
156853,0,37625,14,0,0,4510
65533,0,7595,10,0,0,4544
223670,0,32709,13,2227,4,4230
91813,0,8690,11,2000,4,3911
12207,0,0,0,0,0,4565
26421,0,1250,3,0,0,4593
16176,0,0,0,0,0,4170
44754,0,0,0,0,0,3648
23827,0,8125,37,1000,2,4616
93743,0,1210,7,650,5,4676
4787,0,3125,8,500,1,4734
179472,0,11289,15,0,0,4708
73639,0,4709,10,2709,9,4341
76077,0,500,4,0,0,4616
66456,0,3500,4,1000,2,4679
14273,0,0,0,0,0,4341
134346,0,100210,18,0,0,4485
37693,0,30546,7,0,0,4671
11961,0,11961,10,0,0,4646
63311,0,90181,34,950,6,4604
20678,0,2155,8,0,0,3862
5316,0,1134,4,0,0,4610
86511,0,5000,6,2000,4,4625
133831,0,100,1,100,1,4588
30306,0,2500,1,0,0,4309
95925,0,7337,22,350,2,4625
35080,3867,0,0,0,0,4562
14304,0,0,0,0,0,4600
115385,0,5890,15,1250,7,4546
66411,1000,34826,19,3001,9,4211
6978,0,610,3,0,0,4349
39909,0,2682,14,0,0,4470
8767,0,6589,8,3892,6,4394
25544,0,3271,7,0,0,4580
166417,0,28607,11,0,0,4357
69555,0,21957,16,250,1,4390
2344,0,1478,10,0,0,4481
8780,0,2750,15,0,0,4237
111064,0,12700,7,2700,6,4547
44654,0,48874,16,0,0,4530
32678,0,0,0,0,0,4481
327126,1452,97997,25,350,3,4440
76387,0,3588,7,0,0,4442
268097,0,26933,25,0,0,4105
52195,0,35847,13,0,0,4476
137778,0,19557,18,0,0,4599
354807,0,6000,12,3500,11,4597
3056,0,1200,3,0,0,4363
101901,0,17898,22,100,1,4433
34182,0,0,0,0,0,3967
7371,0,1375,4,0,0,4505
178733,0,26465,22,1800,4,4537
87553,0,15681,14,0,0,4547
14614,0,2275,3,0,0,4567
91259,0,60609,12,0,0,4531
23997,0,250,2,250,2,4204
37202,0,15000,4,0,0,4511
53232,888,80696,65,22100,45,3831
54594,0,14402,14,0,0,4233
57474,0,5535,7,0,0,4364
20111,0,5653,12,0,0,4468
45950,0,38921,22,750,2,4302
67948,0,2750,5,650,3,4226
216498,0,43083,24,2500,5,4440
100649,0,4000,3,500,1,4457
52713,0,16273,13,100,1,4449
186892,0,63444,13,500,1,3732
11690,0,17615,17,0,0,4417
144697,0,2000,1,0,0,4420
75179,0,1015,2,0,0,4118
19850,0,500,1,500,1,4376
96154,0,7052,15,0,0,4433
55778,0,6500,12,500,1,3704
36227,0,7230,14,0,0,3736
93848,0,1600,4,1500,3,4475
41153,0,28686,15,0,0,4404
20789,0,0,0,0,0,4279
121992,6057,3200,4,600,2,4257
37911,0,2250,11,0,0,4385
233656,0,41941,14,500,1,4266
41133,0,635,3,0,0,4419
60864,0,23364,19,50,1,4436
90526,0,2000,9,0,0,4488
15148,0,15148,3,0,0,269
5393,0,0,0,0,0,4517
434,0,15530,5,0,0,3628
81055,0,14344,14,0,0,4610
31360,0,821,7,0,0,4488
156885,0,38601,19,0,0,4534
4148,0,13504,18,0,0,4607
63820,0,13981,15,0,0,4608
379744,2081,19191,17,1850,11,4608
76659,0,0,0,0,0,4608
40724,0,29481,14,0,0,4007
146173,0,13871,17,0,0,4414
26055,0,647,9,0,0,4464
68,0,590,1,0,0,3937
50001,0,4853,12,0,0,4023
122506,0,21022,13,0,0,4408
126886,0,9120,17,0,0,4044
42342,0,11408,23,11408,23,4331
58898,0,23050,15,50,1,4328
45735,0,10085,3,0,0,4239
77225,0,30646,15,0,0,4282
59874,0,0,0,0,0,3986
30868,0,405,3,0,0,4226
34257,0,2010,4,0,0,4309
42639,0,7366,12,0,0,4181
771,0,40256,4,0,0,4203
89708,0,8000,4,0,0,3173
75892,0,8738,15,0,0,4160
140918,0,69760,32,0,0,3883
475338,0,39680,22,700,4,3355
14426,0,0,0,0,0,4096
29559,0,28969,16,0,0,4236
113113,0,10736,13,0,0,4307
73027,0,34002,19,0,0,4063
17386,0,0,0,0,0,3771
9310,0,500,1,500,1,4272
11023,0,0,0,0,0,4328
55406,0,38118,18,500,1,4310
47638,0,0,0,0,0,3739
30040,0,8636,8,500,1,3873
24787,0,1000,1,0,0,3930
40758,0,3500,4,1000,2,4299
726,0,0,0,0,0,4268
40686,0,260,2,0,0,4177
16626,0,2500,13,0,0,4329
18944,0,300,3,300,3,3932
114949,0,87136,24,600,2,4294
32522,0,5971,4,471,2,4042
86533,0,3700,4,700,2,3600
166470,0,9574,16,0,0,4194
10797,0,0,0,0,0,3581
131618,0,46473,16,0,0,4274
77523,1112,11050,5,1000,2,4274
47905,0,14575,16,2000,4,4245
28695,0,0,0,0,0,4173
15253,0,5427,8,0,0,4373
193818,0,16327,13,0,0,3768
30556,0,950,5,550,3,4361
22678,0,2125,7,0,0,4068
89430,0,24314,18,0,0,1547
26522,0,18479,13,0,0,4358
59913,0,2210,5,150,1,3481
16516,0,500,1,0,0,4275
49050,0,18436,16,0,0,2426
27981,0,63004,17,0,0,2921
4939,0,1000,1,0,0,2515
26077,0,6768,4,0,0,3487
110893,0,4653,6,0,0,3645
56455,0,6000,3,0,0,4218
32699,0,1500,2,500,1,3167
109790,0,16108,4,0,0,3123
166681,0,107645,25,0,0,3287
145233,0,9366,5,4866,3,2626
1054,0,15147,3,0,0,3133
27532,0,4639,13,0,0,3939
62464,0,5675,16,500,1,3820
4041,0,0,0,0,0,3344
28138,0,6330,29,0,0,3847
33010,0,0,0,0,0,3915
45687,0,45,2,0,0,2269
12981,0,0,0,0,0,4246
168246,1514,4600,4,100,2,4103
75505,0,30850,17,500,1,4007
55591,0,8817,13,0,0,3693
37358,0,50488,19,0,0,3967
33803,0,6100,34,0,0,4079
2500,0,2500,1,0,0,3717
140527,0,3500,14,0,0,4023
5360,0,0,0,0,0,4392
124430,0,15523,17,1200,8,4054
240007,0,46771,14,0,0,4048
245021,0,13639,15,180,1,3984
53518,0,73933,30,400,1,3930
122545,0,269,4,250,1,3834
192889,0,10500,5,0,0,4096
227776,0,47286,19,2276,5,3980
37833,0,48172,15,500,1,3551
48256,0,9690,2,0,0,3979
99704,2704,15750,12,0,0,4106
394999,0,4150,5,150,3,3599
82497,0,0,0,0,0,3565
15326,7663,0,0,0,0,4140
32619,0,1070,7,0,0,3846
57017,0,2495,11,0,0,3854
252741,0,29296,19,635,3,4189
49375,0,23628,14,0,0,3797
25341,0,38,4,0,0,3995
45150,0,18907,13,0,0,4141
187462,0,10500,5,500,4,3953
19132,0,9124,17,0,0,3915
196967,0,38490,37,9550,20,4008
13040,0,500,1,0,0,3972
184301,0,6454,13,3954,12,4010
36294,0,0,0,0,0,3956
89840,0,7048,14,0,0,3819
6914,0,1500,1,0,0,3915
28493,0,21845,22,300,1,3932
111793,0,500,1,0,0,4057
18700,0,870,2,0,0,3995
53957,0,7000,4,500,1,4133
135770,0,4700,5,200,3,4215
189784,0,35464,18,2197,4,4190
60076,0,45582,9,0,0,3935
3522,0,3522,4,0,0,3916
36736,0,0,0,0,0,4134
100634,0,69669,28,1540,12,4193
88918,0,5537,14,0,0,4180
245045,0,25039,16,500,1,4173
37948,0,19213,43,0,0,3914
81552,0,7703,8,0,0,3855
118067,0,8715,12,0,0,3718
268314,0,29968,14,500,1,3869
135488,0,57787,16,0,0,4117
68243,0,10012,22,903,3,3888
56693,3953,20454,11,0,0,3893
194875,0,7550,6,1050,3,3831
206155,0,28447,17,0,0,3848
35425,0,4125,19,0,0,3834
161579,0,7688,21,5688,20,3811
11314,1000,741,4,0,0,3845
119531,0,60503,43,250,1,4002
48433,0,4300,5,800,3,3673
10872,0,4500,27,0,0,3882
109268,0,7401,17,750,1,4034
105160,0,20458,21,0,0,3732
90919,0,44430,17,0,0,3739
50230,0,4149,9,800,4,3727
74538,0,18835,21,0,0,2726
4606,0,4320,6,0,0,3501
61617,0,23495,13,0,0,3972
15275,0,75,2,0,0,2761
112891,0,500,1,500,1,3909
41176,0,7624,7,2624,4,3729
81251,0,19500,6,0,0,3958
18142,0,220,4,0,0,3638
16200,0,40455,17,0,0,3840
8913,0,2050,10,50,1,3630
14372,0,9042,13,0,0,3557
77965,0,41126,33,2683,7,3120
12271,500,7684,15,1000,2,4219
49874,0,39976,13,0,0,4293
35445,0,3379,9,0,0,4198
91755,0,5026,8,751,3,2676
33753,0,14961,14,500,1,3335
53750,0,23135,14,0,0,3736
110132,0,19000,5,0,0,3271
12221,0,511,4,0,0,3692
65519,0,0,0,0,0,4150
47291,0,1350,4,350,3,2336
124564,0,11026,13,0,0,3840
24111,0,9374,16,0,0,3802
35801,0,3337,13,0,0,3743
150972,0,2700,3,700,2,3645
292023,0,14125,12,3250,7,3683
47090,0,0,0,0,0,3726
1300,0,454,11,0,0,3691
109103,2370,19600,27,7600,24,3739
101057,0,13650,11,2150,9,3600
20900,0,1000,1,0,0,3685
46607,0,0,0,0,0,3727
33017,0,1069,7,250,1,3814
30729,0,16456,15,0,0,3795
35546,0,3376,10,0,0,3739
7845,0,265,3,0,0,3508
25788,0,4650,13,4650,13,3687
13543,0,1443,7,423,2,3811
16618,0,897,5,0,0,3620
11548,0,1634,7,0,0,3837
22181,0,6245,15,0,0,3656
222312,0,29039,17,0,0,3721
25080,0,2060,12,0,0,3795
17964,0,5030,23,0,0,3783
155385,0,15267,12,0,0,3624
3977,0,0,0,0,0,3593
14620,0,0,0,0,0,2833
46882,0,0,0,0,0,3701
3350,0,65,3,0,0,3540
3049,0,0,0,0,0,3613
32377,0,250,2,250,2,3515
9396,0,860,5,350,2,3588
102669,0,6760,14,306,2,3265
26745,0,17547,9,0,0,3664
120576,0,36635,14,0,0,3823
7658,0,300,1,0,0,3231
11136,0,100,1,0,0,3571
168778,0,57060,20,500,1,3326
124979,0,14267,14,0,0,3720
35659,0,1102,9,0,0,3533
55996,867,12165,14,0,0,3582
65904,0,47224,35,5350,18,3655
125679,0,68151,27,650,1,3683
235312,0,56685,16,0,0,3476
64414,0,1952,12,0,0,2395
34204,0,16862,9,1700,5,3596
22384,0,0,0,0,0,3676
13381,0,1150,2,150,1,3312
10959,0,500,1,0,0,3469
28607,0,5943,5,0,0,2895
30686,0,6161,2,0,0,3596
8260,0,700,2,0,0,3673
61584,0,27937,14,0,0,3783
141594,0,30565,16,0,0,3776
114549,0,5000,4,1000,2,3760
64153,0,23563,19,0,0,3575
10000,0,790,3,0,0,3564
21839,0,853,3,119,1,3638
182704,5513,5850,12,3100,10,3820
92551,0,13755,13,500,1,3895
49353,0,34656,14,0,0,3540
21843,0,1411,9,0,0,3177
34072,0,500,1,0,0,3879
72962,0,28055,16,0,0,3869
99502,0,19678,28,600,2,4182
13250,0,17778,14,0,0,3861
98232,0,56687,14,500,1,3867
98895,0,89709,17,500,1,3854
119340,1000,400,5,400,5,3855
30171,0,15370,13,0,0,3853
105957,0,4881,12,0,0,3859
22548,0,3225,9,0,0,3852
89761,0,11965,13,0,0,3845
65263,0,22500,4,0,0,3844
128456,0,70125,28,0,0,3764
35203,0,1800,16,1800,16,3832
62023,0,750,4,550,1,3819
44197,0,2500,1,0,0,3831
104245,0,45589,14,0,0,3810
252520,0,43392,17,500,1,3818
85496,0,2799,7,2711,6,3820
49874,0,7200,9,1700,4,3817
109649,0,22136,13,0,0,3812
34379,0,13051,20,150,1,3805
56688,0,3550,10,1050,9,3812
48970,0,30872,14,0,0,3817
70789,0,76661,29,150,1,3810
24277,0,5330,5,0,0,3796
20308,0,19526,13,0,0,3797
111041,0,10252,12,0,0,3875
27904,0,6622,17,0,0,3793
128620,0,7747,12,0,0,3789
65340,2454,33795,11,500,1,3775
27135,0,4908,11,0,0,3783
32898,0,1000,1,0,0,3777
196922,0,40170,18,0,0,3755
196175,0,33886,13,0,0,3775
11457,0,705,3,0,0,3767
175344,0,40152,19,0,0,3770
5154,0,54657,28,0,0,3769
13232,0,8668,16,0,0,3753
88232,0,11550,5,550,3,3729
75526,0,46421,14,0,0,3712
53935,0,0,0,0,0,3743
18402,0,0,0,0,0,3746
24784,0,100,1,0,0,3729
62903,0,16434,13,0,0,3732
80272,0,34744,14,550,2,3728
10458,0,10458,12,0,0,3726
188184,0,32170,13,0,0,3707
83524,0,43152,18,0,0,3694
10794,0,0,0,0,0,3712
49807,0,6393,20,0,0,3718
18266,0,12254,15,0,0,3713
87851,0,28969,17,0,0,4026
32991,0,1230,6,0,0,3693
28677,0,215,3,0,0,3699
103809,0,16776,14,0,0,3699
417,0,3000,1,0,0,3670
8859,0,11998,13,0,0,3690
26896,0,5364,15,0,0,3685
16986,0,0,0,0,0,3676
25530,0,25131,17,0,0,3677
77067,0,40129,15,0,0,3671
6350,0,0,0,0,0,3657
76118,0,79154,41,1992,2,3621
40420,0,8649,14,0,0,3651
30178,0,14422,15,0,0,3656
15088,0,0,0,0,0,3650
138020,0,16449,17,500,1,3637
27310,0,15537,16,500,1,3623
109131,0,17481,17,150,1,3622
35356,0,18520,15,300,1,3637
33466,0,355,3,0,0,3592
350608,0,50988,26,2643,5,3630
42107,888,3600,4,1000,2,3607
74796,0,19710,15,400,1,3616
26129,0,20265,17,0,0,3629
30893,0,0,0,0,0,3623
9445,0,1000,2,1000,2,3613
52965,0,500,1,0,0,3606
19516,0,17696,16,0,0,3593
106378,0,56007,14,0,0,3607
22201,0,51278,16,350,1,3602
73378,0,13607,14,0,0,3599
50193,0,12263,3,0,0,3596
165144,0,24156,14,0,0,3581
53556,0,0,0,0,0,3575
18387,0,40560,19,800,2,3588
28577,0,48564,14,0,0,3586
55417,0,37127,31,0,0,3575
142244,0,12325,13,0,0,3578
23139,0,8156,14,0,0,3578
146232,0,83783,19,375,1,3566
35323,0,1875,8,0,0,3553
108081,0,217006,24,0,0,3567
1021,0,100,1,0,0,3553
120345,0,38323,17,650,2,3544
11593,0,9055,16,0,0,3558
68180,0,2044,9,0,0,3550
26605,0,3704,11,0,0,3543
17920,0,3250,18,0,0,3546
85156,0,133,5,0,0,3550
9005,0,520,1,0,0,3531
55404,0,10613,15,500,1,3531
42584,0,841,6,0,0,3526
92843,0,27650,29,9150,26,3530
51082,0,40878,13,0,0,3524
18727,0,0,0,0,0,3524
212029,0,43162,19,0,0,3518
48806,0,12600,10,2500,8,3502
15610,0,0,0,0,0,3508
46876,0,9680,7,0,0,3498
14075,0,4286,15,0,0,3513
59895,0,10500,4,0,0,3497
25936,0,0,0,0,0,3495
134318,0,333,3,258,1,3488
32807,0,17259,4,0,0,3482
38591,0,11039,18,0,0,3488
48958,0,24430,5,0,0,3483
10710,0,1000,1,0,0,3460
60349,0,10350,18,0,0,3468
9453,0,2585,5,0,0,3463
60867,0,41345,18,0,0,3454
27590,0,100,1,0,0,3455
100069,0,18745,13,0,0,3454
27820,0,3005,11,0,0,3454
20503,0,520,3,0,0,3445
137371,0,4977,6,1977,4,3447
12950,0,12798,18,195,1,3432
25207,957,6883,13,0,0,3440
17088,0,0,0,0,0,3510
24100,0,26674,23,2300,7,3421
101632,0,48658,14,0,0,3432
233449,0,21274,18,0,0,3419
45257,0,3625,7,0,0,3417
626,0,626,1,0,0,3393
18272,0,2920,5,0,0,3405
10756,0,1375,4,0,0,3104
161281,0,6321,8,175,1,3399
75680,0,23159,14,0,0,3397
59839,0,26962,18,0,0,3404
201259,0,40755,34,0,0,3398
101772,0,26480,17,1000,2,3396
190674,4704,104159,33,4754,15,3396
1452,0,2375,5,0,0,3396
30902,0,4175,12,50,1,3384
65458,1000,28356,24,1100,3,3382
114067,0,42569,23,0,0,3336
93371,0,55338,20,0,0,3382
20207,0,3033,12,0,0,3370
41040,0,66292,14,200,2,3372
41062,0,8275,11,0,0,3356
208825,0,42007,23,0,0,3369
81087,0,18971,12,0,0,3362
14336,0,0,0,0,0,3349
29929,0,18032,17,150,1,3344
121390,0,8500,4,0,0,3342
23226,0,2236,2,0,0,3343
451294,0,45907,22,500,1,3347
68012,0,247,3,0,0,3342
23589,0,0,0,0,0,3336
35033,0,1000,1,0,0,2913
19860,0,1500,5,0,0,3281
49588,0,4960,14,100,1,3299
111442,0,30368,19,0,0,3392
87402,0,41685,21,0,0,3306
21875,7558,12398,15,0,0,3299
71459,0,36608,28,1020,3,3312
34049,0,2030,8,0,0,3306
39759,0,100,1,100,1,3278
64138,0,22089,19,0,0,3257
83811,0,25936,15,500,1,3281
51864,0,6795,13,0,0,3279
168886,0,66859,21,200,1,3285
51730,0,2875,16,0,0,3264
118141,0,46521,11,0,0,3259
76060,0,33424,30,0,0,3263
25316,0,0,0,0,0,3258
16859,0,64109,45,4822,9,3266
42236,0,8639,10,8389,9,3259
3446,0,0,0,0,0,3245
26119,0,3189,6,0,0,3257
136732,0,87549,20,0,0,3252
14554,0,0,0,0,0,3237
165203,0,36666,20,0,0,3239
76513,0,45265,16,0,0,3235
137076,0,61276,24,1600,4,3225
11952,0,0,0,0,0,3244
44742,0,2500,1,0,0,3217
94022,0,2585,14,0,0,3222
29287,0,0,0,0,0,3216
199273,0,58457,14,0,0,3217
114868,0,45996,22,0,0,3204
37335,0,19507,17,0,0,3202
45522,0,10728,13,0,0,3197
66524,0,34682,23,0,0,3188
38411,0,500,1,500,1,3190
38137,0,11050,3,50,1,3182
