"grade","male","raceeth","preschool","expectBachelors","motherHS","motherBachelors","motherWork","fatherHS","fatherBachelors","fatherWork","selfBornUS","motherBornUS","fatherBornUS","englishAtHome","computerForSchoolwork","read30MinsADay","minutesPerWeekEnglish","studentsInEnglish","schoolHasLibrary","publicSchool","urban","schoolSize","readingScore"
10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,200,25,1,0,1,1212,474.56
10,0,"Black",1,1,1,1,1,0,0,0,1,1,1,1,1,0,225,23,1,1,0,1380,399.72
11,1,"White",1,1,1,0,1,1,NA,NA,NA,NA,NA,NA,1,0,250,20,1,1,0,347,572.2
11,1,"White",1,1,1,1,1,1,1,1,1,0,0,1,1,1,270,32,1,1,1,1734,671.21
9,1,"Hispanic",0,1,0,0,0,0,0,1,1,0,0,0,0,0,45,NA,1,1,1,1998,327.53
10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,225,25,1,1,0,276,428.7
11,1,"Hispanic",1,1,1,0,1,1,0,1,0,1,0,1,1,0,275,35,1,1,1,3261,545.35
10,1,"Hispanic",0,1,0,0,1,1,0,1,NA,0,0,1,1,0,200,18,1,1,0,1733,518.57
9,0,"White",1,1,1,0,0,1,0,1,1,1,1,1,1,0,245,NA,1,1,1,2004,368.03
10,0,"Hispanic",1,0,1,0,0,0,0,0,1,1,1,1,1,0,280,20,1,1,0,754,459.78
10,0,"White",1,1,1,0,1,1,0,1,1,1,0,1,1,0,300,30,1,1,1,1988,385.11
10,1,"White",1,1,1,1,0,1,1,1,1,1,1,1,NA,0,385,25,1,1,0,1295,298.03
10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,225,25,1,1,1,1640,608.25
10,1,"White",0,0,1,0,1,1,0,1,1,1,1,1,0,0,450,15,1,1,0,434,442.81
10,1,"Black",1,1,1,0,1,1,NA,NA,1,1,1,1,1,0,270,28,1,1,1,2999,456.2
9,1,"Hispanic",1,1,1,0,1,1,0,1,1,1,1,1,1,0,240,20,1,0,1,575,546.07
10,0,"Hispanic",0,1,0,0,1,0,0,1,0,0,0,0,0,1,250,29,1,1,1,1095,574.33
10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,345.78
10,1,"Hispanic",1,1,0,0,0,0,0,0,1,1,1,1,0,0,55,NA,1,1,1,539,359.68
10,0,"Hispanic",1,1,1,NA,0,1,1,1,1,1,1,1,1,1,210,35,1,1,1,2255,491.48
10,0,"White",1,0,1,1,1,1,1,1,1,1,1,1,1,1,NA,30,1,1,1,1046,427.53
10,0,"Hispanic",1,1,1,0,1,0,0,0,1,1,1,1,1,0,250,40,1,1,1,3138,440.79
11,0,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,270,13,1,1,0,196,474
10,1,"Black",1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,7,1,1,1,1196,352.55
10,1,"White",1,1,1,0,1,1,NA,1,1,1,1,1,1,0,250,30,1,1,1,2004,437.36
10,1,"American Indian/Alaska Native",1,1,1,1,0,1,0,1,1,1,1,NA,0,0,250,18,1,1,0,300,465.18
10,1,"White",1,1,1,NA,0,1,1,1,1,1,1,1,1,0,225,25,1,0,0,1064,505.18
10,0,"White",0,0,1,1,1,1,1,1,1,1,NA,1,NA,0,225,22,1,1,0,774,405.2
11,1,"White",1,1,1,0,0,1,0,1,1,1,1,1,1,0,240,15,1,1,0,247,538.93
11,1,"Hispanic",1,1,0,0,1,0,0,1,1,0,0,0,0,1,250,30,1,1,0,1347,456.44
9,0,"Hispanic",1,1,0,0,0,0,0,1,0,0,0,0,1,0,70,20,1,1,0,1101,390.98
10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,225,25,1,1,0,358,529.72
11,1,"Hispanic",1,0,0,0,1,0,0,1,1,0,0,0,1,0,250,30,1,1,0,1347,377.32
10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,300,29,1,1,0,2340,619.02
10,0,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,1,250,24,1,1,0,854,469
10,0,"Hispanic",0,1,0,0,0,1,0,1,1,0,0,0,1,0,330,38,1,1,1,1763,515.39
10,1,"White",1,1,1,0,0,1,0,1,1,1,1,1,1,0,450,25,1,1,0,930,545.35
10,1,"Hispanic",1,1,1,1,1,1,0,1,1,0,0,1,1,1,200,20,1,0,1,398,551.68
11,1,"White",0,1,1,0,1,1,1,1,1,1,1,1,1,0,250,25,1,1,0,247,621.11
10,1,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,0,250,22,1,1,0,1375,443.29
11,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,270,NA,1,1,1,2999,586.8
11,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,60,15,1,1,0,1913,421.25
10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,225,20,1,1,1,1640,488.99
10,0,"Black",1,1,1,0,1,1,0,1,1,1,1,1,1,0,225,30,1,1,1,1276,506.17
10,1,"Hispanic",1,1,1,1,1,1,1,1,1,1,1,1,1,0,275,18,1,0,1,915,476.16
11,1,"Hispanic",0,1,0,0,0,0,0,1,1,0,0,0,1,1,376,20,1,1,1,3000,432.87
10,1,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,0,360,25,1,0,1,575,574.77
10,1,"Hispanic",1,1,0,0,0,1,0,1,1,1,1,1,1,0,175,35,1,1,1,989,310.38
10,0,"White",0,1,1,0,1,1,1,1,1,1,0,1,1,1,350,30,1,1,0,1375,679.35
9,0,NA,1,0,NA,NA,1,0,NA,NA,0,0,NA,1,0,1,120,22,1,1,1,1276,421.17
10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,400,27,1,1,0,930,677.84
10,1,"White",1,0,1,1,1,1,0,1,1,0,0,1,1,0,225,NA,1,1,0,774,374.11
10,0,"White",1,1,1,0,0,0,0,1,1,1,1,1,1,1,250,24,1,1,0,1411,568.45
10,1,"White",1,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,390,30,1,1,0,808,593.69
10,0,"Hispanic",1,1,1,0,0,0,0,1,1,0,0,0,1,1,450,20,1,1,0,1079,516.34
10,0,"White",1,1,1,0,1,1,1,1,1,1,1,1,1,0,275,25,NA,1,1,502,523.01
10,0,"White",0,1,1,0,1,1,0,1,1,1,1,1,1,0,250,16,1,1,0,149,473.28
11,0,"White",1,1,0,0,0,1,0,1,1,1,1,1,1,0,270,25,1,1,0,1812,419.27
11,0,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,0,225,25,1,1,0,347,502.28
10,0,"Black",0,1,1,NA,1,1,NA,1,1,1,1,1,1,1,55,32,NA,1,1,NA,436.58
9,1,"More than one race",1,1,0,0,1,1,0,0,1,1,1,1,0,0,160,NA,1,1,1,1202,348.54
10,1,"White",1,0,1,0,1,1,0,0,1,1,1,1,1,0,225,30,1,1,0,1087,502.94
9,1,"White",1,0,1,1,1,1,0,1,1,1,1,1,1,0,240,25,1,1,0,196,337.71
10,1,"Black",0,0,1,1,1,1,0,0,1,1,1,1,0,0,90,25,1,1,1,1202,300.68
11,1,"White",1,1,1,0,1,1,1,1,1,1,1,1,1,0,200,20,1,1,0,929,638.74
10,0,"White",1,1,1,0,1,1,0,0,1,1,1,1,0,0,225,22,1,1,0,276,471.3
11,0,"White",0,1,0,0,0,1,0,1,1,1,1,1,0,1,180,15,1,1,0,434,565.44
9,1,"White",1,0,1,0,1,1,0,1,1,1,1,1,0,0,450,21,1,1,0,432,442.25
11,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,275,17,1,1,0,868,551.61
10,1,"White",1,1,1,0,0,1,0,1,1,1,1,1,1,1,200,23,1,0,1,1212,512.32
10,0,"More than one race",1,1,1,1,1,1,0,1,1,1,1,1,1,0,360,30,1,1,0,1295,565.04
11,1,"American Indian/Alaska Native",1,1,1,1,1,1,1,1,1,1,1,1,1,0,275,20,1,1,1,2162,446.58
10,0,"Hispanic",0,1,1,NA,1,NA,NA,0,1,NA,1,1,1,1,15,1,NA,1,0,889,450.25
10,1,"White",0,1,1,0,0,1,0,1,1,1,1,1,1,0,300,30,1,1,1,3592,284.64
9,1,"Hispanic",1,1,1,NA,1,1,NA,1,1,0,1,1,1,0,360,25,1,1,1,2886,468.71
10,1,"Black",1,1,1,NA,1,NA,0,0,1,NA,NA,1,0,0,NA,NA,1,1,1,NA,359.6
10,1,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,1,150,20,1,1,0,1327,560.26
10,1,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,225,25,1,1,0,1233,595.93
10,1,"Asian",0,1,1,0,0,1,0,1,1,0,0,0,1,0,300,30,1,1,0,2340,604.99
10,1,"White",1,1,1,0,1,1,0,0,1,1,1,NA,1,1,315,20,1,1,0,276,392.63
10,1,"Hispanic",0,1,1,0,1,1,0,1,1,0,0,1,1,0,45,25,1,1,1,3261,482.42
11,0,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,210,14,1,1,0,996,495.85
10,0,"White",0,0,1,0,1,1,0,1,1,1,1,1,1,1,225,25,1,1,1,1046,489.57
10,1,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,0,240,20,1,1,0,1087,610.6
9,0,"Hispanic",0,1,1,0,1,0,0,1,1,0,0,1,1,0,225,25,1,1,1,1110,410.37
10,1,"Hispanic",1,1,1,0,1,1,1,1,1,1,1,1,1,0,250,32,1,1,1,3164,500.53
10,0,"Hispanic",1,1,1,0,1,1,0,1,1,0,0,1,1,1,175,25,1,1,0,1250,508.4
10,1,"White",0,0,1,NA,1,1,1,1,1,1,1,1,1,0,120,3,NA,1,0,2000,280.31
10,1,"White",1,1,1,0,1,1,NA,1,NA,1,1,0,1,0,275,30,1,1,1,1046,403.21
9,0,"White",1,0,1,NA,0,1,NA,0,1,1,1,1,1,0,55,30,1,1,0,754,397.98
9,1,"Black",1,1,1,1,1,1,0,0,1,1,1,1,1,0,90,15,1,1,1,914,305.17
9,1,"Hispanic",0,1,1,0,1,1,1,0,1,0,1,0,1,0,225,26,1,1,0,1897,357.84
11,0,"White",0,1,1,0,0,1,0,1,1,1,1,1,1,0,275,21,1,1,0,1064,598.48
10,0,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,371,20,0,1,1,502,446.43
10,1,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,0,450,20,1,1,0,987,514.08
11,0,"White",1,1,1,NA,1,1,NA,1,1,1,1,1,1,1,200,30,1,1,0,NA,591.17
10,0,"White",1,1,1,1,1,1,1,1,0,0,0,0,1,1,270,28,1,1,1,2999,592.44
10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,225,28,1,0,0,1064,593.45
10,0,"White",0,1,1,1,1,1,NA,1,1,1,1,1,1,0,270,30,1,1,0,1471,569.57
11,0,"Hispanic",0,1,1,0,1,0,0,1,1,0,1,1,1,1,300,22,1,1,1,NA,479.48
10,1,"Hispanic",0,1,1,NA,1,1,NA,1,1,1,1,NA,1,0,55,30,1,1,1,1276,341.24
10,1,"White",1,1,1,1,1,NA,NA,NA,1,1,1,1,1,0,250,30,1,1,0,1087,489.15
10,1,"Hispanic",1,NA,1,0,0,1,0,1,1,0,0,1,0,1,230,25,1,1,1,1574,536.21
10,0,"White",1,1,1,1,1,1,NA,1,1,1,1,1,NA,0,600,26,1,1,0,930,566.87
10,0,"Black",1,1,1,0,1,1,NA,0,1,1,1,1,1,1,275,10,1,1,0,1692,551.85
10,1,"White",1,0,1,NA,1,1,1,1,1,1,1,1,1,0,225,18,NA,1,0,NA,498.77
10,1,"Black",1,1,1,0,1,1,0,1,1,1,1,1,1,0,54,23,1,1,1,2149,380.84
10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,270,20,1,1,0,1489,629.38
9,1,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,0,200,20,1,1,0,434,478.01
10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,250,10,1,1,0,929,584.23
10,0,"Hispanic",0,0,0,0,1,0,0,1,1,0,0,NA,0,0,55,20,1,1,1,1998,442.46
10,1,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,0,275,20,1,1,0,926,547.99
10,0,"Black",1,NA,1,NA,0,1,NA,0,NA,NA,NA,1,1,1,0,20,1,1,0,820,315.6
9,0,"White",1,0,1,0,0,0,0,0,1,1,1,1,1,0,225,18,1,1,0,362,378.19
10,1,"Hispanic",0,0,1,NA,0,1,NA,1,1,0,0,1,1,0,250,30,1,1,1,NA,570.44
9,1,"Hispanic",0,0,1,0,1,1,0,1,1,1,1,1,0,0,450,40,1,1,1,3201,480.49
10,1,"Asian",1,1,1,1,1,1,1,1,0,0,1,0,1,1,225,15,1,0,1,356,609.48
10,0,"White",0,1,1,0,1,0,0,0,1,1,1,1,1,0,250,30,1,1,0,850,540.01
11,0,"White",0,1,1,1,1,1,1,1,1,1,1,1,1,1,275,20,1,1,0,227,658.22
10,1,"Hispanic",1,0,1,0,1,NA,NA,NA,1,1,NA,1,1,0,235,20,1,1,1,1095,447.62
10,1,"White",1,0,1,0,0,1,0,1,1,1,1,1,1,0,300,NA,NA,1,0,507,373.31
10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,450,20,1,1,0,1079,573.3
11,1,"Hispanic",1,1,1,0,1,1,0,1,1,1,1,1,NA,0,47,30,NA,1,1,3000,415.08
10,1,"White",1,0,1,0,0,1,0,0,1,1,1,1,1,0,275,30,0,1,0,362,478.33
10,0,"White",0,0,1,0,1,1,1,1,1,1,1,1,1,0,1080,13,1,1,0,389,512.13
10,0,"White",0,1,1,0,1,1,0,1,1,1,1,1,1,1,225,20,1,1,0,227,529.85
10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,300,32,1,1,1,1988,405.06
9,0,"Hispanic",0,0,1,0,1,0,0,0,NA,1,0,1,1,1,225,10,0,1,1,6694,550.5
9,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,300,30,1,1,1,1988,419.5
10,1,NA,1,1,NA,0,0,NA,0,1,1,0,0,0,1,0,200,24,1,1,1,673,376.6
10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,450,20,1,1,1,1720,704.88
10,1,"White",1,1,1,0,0,1,0,1,1,1,1,1,1,0,480,15,1,1,0,1380,499.17
9,0,"White",1,1,0,0,1,0,0,1,1,1,1,1,1,0,225,20,1,1,0,1610,510.78
11,0,"Black",1,0,1,NA,1,1,NA,1,1,1,1,1,1,0,385,32,1,1,0,868,261.58
11,0,"Asian",1,1,1,1,1,1,1,1,1,0,0,NA,1,0,450,27,1,1,0,1750,731.94
9,1,"Black",1,1,1,NA,1,0,NA,0,1,NA,NA,1,1,0,NA,30,1,1,1,914,230.93
10,0,"White",0,0,1,0,1,1,NA,1,1,1,1,1,1,0,270,20,1,1,0,1471,594.51
10,0,"White",1,1,1,1,1,1,0,1,1,1,0,1,1,0,275,31,1,1,0,2340,561.86
11,1,"Hispanic",1,1,1,0,0,1,0,1,0,0,0,0,1,0,225,21,1,1,1,1062,412.19
11,0,"Hispanic",0,1,1,0,1,1,0,1,1,0,0,1,1,1,315,35,1,1,1,3201,502.04
10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,250,30,1,1,1,2080,551.76
11,1,"Asian",0,1,1,0,1,1,0,1,0,0,0,0,1,0,225,23,1,1,1,1062,486.51
10,1,"White",1,1,1,1,1,1,1,0,1,1,1,1,1,0,225,25,1,0,0,1064,550.64
10,0,"White",1,1,1,NA,1,1,1,1,1,1,1,1,1,0,450,25,1,1,0,930,554.31
11,0,"White",0,1,1,0,1,0,0,1,1,1,1,1,1,0,180,20,1,1,1,1900,656.71
10,1,"White",1,0,1,0,1,1,1,1,1,1,1,1,1,0,240,28,1,1,0,846,458.69
10,1,"Native Hawaiian/Other Pacific Islander",1,1,1,0,1,1,1,1,1,1,1,1,1,0,400,23,1,1,0,NA,535.73
10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,275,23,1,1,0,1233,600.31
10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,270,30,1,1,1,2999,579.18
10,0,"Hispanic",1,1,1,1,1,1,0,1,1,1,1,1,1,1,270,37,1,1,1,3201,574.57
11,1,"Black",1,1,1,0,1,1,0,1,1,1,1,1,1,0,265,15,1,0,1,915,536.37
11,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,200,15,1,1,0,1680,563.06
10,1,"Native Hawaiian/Other Pacific Islander",0,1,1,0,1,1,0,1,1,1,1,1,1,0,300,28,1,1,1,2144,412.75
10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,225,22,1,0,1,356,689.84
10,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,1,1,1,NA,0,900,20,1,1,1,1619,403.53
10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,180,20,1,1,1,2966,538.69
10,1,"White",1,1,1,1,1,1,1,1,1,1,0,1,1,0,900,15,1,1,1,1062,535.41
9,1,"White",1,0,1,NA,1,1,NA,1,1,1,1,1,1,0,225,22,1,1,0,NA,398.96
10,0,"Hispanic",0,1,1,0,1,1,0,0,1,1,1,1,1,1,345,28,1,1,0,1900,420.46
10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,270,25,1,1,0,1489,555.82
10,0,"White",1,0,1,0,0,1,0,1,1,1,1,1,1,0,255,35,1,1,1,2085,470.82
10,0,"White",0,1,1,1,1,1,1,1,1,1,1,1,1,1,40,23,1,1,0,632,630.81
11,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,270,15,1,1,0,389,530.44
10,0,"White",1,1,1,0,1,1,1,1,1,1,1,1,1,1,200,11,1,1,0,774,597.13
10,1,"White",1,0,1,1,0,1,1,1,1,1,1,1,1,0,225,16,1,1,0,2098,384.53
10,0,"American Indian/Alaska Native",0,1,1,0,1,1,0,1,1,1,1,1,1,0,425,30,1,1,0,820,459.86
10,1,"Hispanic",1,1,1,0,1,1,0,1,1,1,1,1,1,1,360,30,1,1,1,2942,448.35
10,1,"Native Hawaiian/Other Pacific Islander",NA,1,1,0,1,1,0,0,0,0,0,1,1,1,250,30,1,1,1,NA,516.89
10,1,"White",1,1,1,1,0,1,1,1,1,1,0,1,1,0,275,30,1,1,1,2080,451.31
10,0,"White",0,1,1,1,1,1,1,1,1,1,1,1,0,1,450,13,1,1,0,1173,540.81
10,1,"Hispanic",0,1,1,0,0,1,0,1,0,0,0,0,1,0,360,25,1,1,0,2402,332.5
9,0,"White",0,0,0,0,1,0,0,0,1,1,1,1,0,0,450,30,1,1,0,432,434.2
10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,180,20,1,1,1,1900,436
10,1,"White",1,1,1,1,1,0,0,0,1,1,1,1,1,0,270,17,1,1,0,389,523.94
11,1,"White",1,1,1,0,0,1,0,1,1,1,1,1,1,1,275,20,1,1,0,1064,545.67
11,0,"White",0,1,1,0,0,1,0,1,1,1,1,1,1,0,270,25,NA,1,0,1828,570.52
10,0,"Asian",1,1,0,0,1,0,0,1,1,0,0,1,1,0,60,30,1,1,1,1400,509.19
10,0,"White",0,1,1,0,0,1,0,1,1,1,1,1,1,1,290,25,1,1,1,1046,534.14
10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,225,22,1,0,1,356,499.41
9,1,"Hispanic",1,1,1,0,0,0,NA,0,1,1,1,1,1,0,60,30,1,1,1,1988,386.3
10,0,"White",1,1,1,1,1,1,NA,1,1,1,1,1,1,0,270,28,1,1,1,1378,637.09
10,0,"White",0,1,1,0,0,1,0,0,1,1,1,1,1,0,275,25,1,1,0,1375,608.02
10,1,"White",0,0,1,1,1,1,0,1,1,1,1,1,1,1,250,25,1,1,1,2144,629.92
10,0,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,0,270,30,1,1,1,1378,729.56
9,1,"White",1,1,1,0,0,1,NA,NA,1,1,1,1,1,0,300,30,1,1,0,3004,491.23
10,0,"White",0,1,1,0,1,1,0,1,1,1,1,1,1,0,200,28,1,1,0,846,463.91
10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,245,20,1,1,0,366,658.7
9,0,"Hispanic",1,0,0,0,1,0,0,0,1,1,1,NA,1,1,225,16,1,1,0,300,480.12
9,1,"White",0,1,NA,NA,NA,0,NA,0,1,NA,1,1,0,0,85,25,1,1,0,820,414.27
10,1,"Hispanic",0,1,0,0,0,0,0,1,0,0,0,1,1,0,240,30,1,1,1,1408,507.19
10,0,"White",1,1,0,0,1,0,0,1,1,1,1,1,1,0,225,25,1,1,0,2748,551.29
10,1,"Hispanic",1,1,1,0,1,1,0,1,1,0,0,0,1,0,250,30,1,1,1,1763,521.94
10,1,"Black",1,1,1,0,1,1,0,1,1,1,1,1,1,0,225,NA,1,1,0,1848,399.12
10,0,"Hispanic",1,0,0,0,0,1,0,1,1,1,1,1,1,0,270,25,1,1,0,1489,448.34
10,0,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,1,400,30,1,0,1,575,643.21
10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,220,15,1,1,0,2098,652.1
10,1,"Hispanic",0,1,1,0,1,1,0,0,1,0,0,1,1,0,275,28,1,1,1,1998,397.44
10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,225,10,0,0,1,366,717.32
10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,270,15,1,1,0,389,440
10,1,"Hispanic",1,1,1,1,0,1,0,1,1,1,0,1,1,0,230,10,1,1,1,1196,473.28
10,1,"Hispanic",1,1,0,0,1,1,0,1,1,1,1,1,1,1,500,15,1,1,0,1411,582.63
10,0,"More than one race",1,0,1,0,1,1,0,0,1,1,1,1,1,0,270,30,1,1,0,1489,400.91
9,1,"White",1,0,1,1,1,1,0,1,1,1,1,1,1,0,NA,15,1,1,1,1046,372.67
11,1,"Hispanic",1,1,1,0,1,0,0,1,1,0,0,1,1,0,60,30,1,1,1,3138,347.74
10,1,"Hispanic",1,1,1,0,1,NA,NA,NA,1,0,0,0,1,0,NA,30,1,1,1,673,423.09
10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,NA,30,1,1,1,2149,366.84
10,1,"White",0,1,1,1,0,1,1,1,1,1,1,1,1,1,290,30,1,1,0,926,647.16
10,1,"Black",1,1,1,1,0,1,1,1,1,1,1,1,1,0,200,25,1,1,1,2203,559.62
10,0,"White",0,1,1,0,0,1,1,1,1,1,1,1,1,1,250,20,1,1,0,854,599.12
10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,135,18,1,1,0,509,623.11
10,0,"White",1,1,1,1,1,1,0,0,1,1,1,1,1,0,275,15,0,1,1,502,505.78
10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,350,30,1,1,0,712,563.77
10,0,"White",1,1,1,1,1,1,1,0,1,1,1,1,1,1,225,20,1,0,1,356,605.63
11,1,"More than one race",1,1,1,0,0,1,0,1,1,0,1,1,1,0,300,40,1,1,1,3138,657.9
10,0,"White",1,1,1,1,1,0,0,1,1,1,1,1,1,0,1350,30,1,0,0,331,522.54
9,0,"White",1,1,1,0,0,1,0,1,1,1,1,1,1,1,450,20,1,1,0,1079,438.97
11,0,"White",1,0,1,1,1,1,NA,1,1,1,1,1,1,0,280,27,0,1,1,502,482.02
10,1,"White",1,1,1,NA,0,1,1,1,1,1,1,1,NA,0,630,10,1,1,1,1378,345.81
10,0,"White",1,1,1,0,1,1,0,0,1,1,1,1,1,0,371,20,0,1,1,502,511.42
9,0,"Hispanic",1,1,1,1,1,1,1,1,1,0,0,0,0,0,280,12,1,1,1,1998,345.31
11,0,"Black",1,1,1,0,0,1,0,0,1,1,1,1,1,1,300,31,1,1,0,1913,526.43
10,1,"White",0,1,1,0,1,1,0,NA,1,1,1,1,1,0,300,40,1,1,1,3138,630.16
10,0,"More than one race",1,1,1,0,1,1,0,1,1,1,1,1,1,0,275,29,1,1,0,507,470.27
10,1,"Hispanic",1,1,1,0,1,1,0,1,1,1,1,1,0,0,300,NA,1,1,0,899,574.21
10,0,"White",1,1,1,NA,NA,1,NA,1,1,1,1,1,1,0,270,17,1,1,1,1619,489.17
10,1,"American Indian/Alaska Native",1,0,1,0,0,1,0,1,1,1,1,1,1,1,225,30,1,1,0,808,444.34
10,1,"Hispanic",1,1,1,0,1,1,0,NA,1,1,1,1,1,0,300,20,1,1,1,539,359.28
9,1,"Black",1,0,0,0,1,1,0,1,1,1,1,1,0,0,225,NA,1,1,0,762,241.59
10,0,"White",0,0,1,0,0,1,0,1,1,1,1,1,1,1,NA,NA,1,1,0,1317,339.75
11,1,"Hispanic",1,1,1,0,1,0,0,0,1,0,0,0,1,1,300,24,1,1,1,NA,539.74
10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,375,25,1,1,0,930,689.52
10,1,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,0,270,21,1,1,0,996,415.56
10,1,"Hispanic",1,1,1,0,0,1,0,1,1,0,0,0,0,1,45,NA,1,1,0,1897,461.57
10,1,"White",1,1,1,1,NA,1,1,1,1,1,1,1,1,0,275,30,1,1,0,1087,393.83
11,0,"Hispanic",1,1,1,0,1,1,0,0,1,0,1,1,1,0,250,40,1,1,1,2085,474.24
11,1,"White",1,0,1,0,1,1,0,0,1,1,1,1,1,0,270,20,1,1,0,389,583.59
10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,250,30,1,1,0,1064,510.48
11,1,"White",1,1,1,1,0,1,1,0,1,1,1,1,1,1,240,30,1,0,1,575,647.56
10,0,"Hispanic",0,0,0,0,1,0,0,1,0,0,0,0,1,0,440,16,0,1,1,626,382.25
10,1,"White",1,1,1,0,1,1,1,1,1,1,1,1,NA,0,450,25,1,1,0,930,423.89
10,1,"Hispanic",0,1,1,0,1,1,0,0,1,1,1,1,1,0,300,30,1,1,1,2942,503.1
10,1,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,0,90,30,1,1,0,1295,472.16
10,0,"Black",1,0,1,0,1,1,0,NA,1,1,1,1,1,1,NA,17,1,1,0,261,373.27
11,0,"White",1,1,1,NA,0,1,NA,1,1,1,1,1,1,0,200,30,1,1,0,NA,401.79
10,1,"White",1,1,1,0,0,1,0,1,1,1,1,1,1,0,258,32,1,1,0,2402,507.19
10,1,"White",0,1,1,0,0,0,0,0,1,1,1,1,1,1,250,NA,1,1,0,400,460.13
10,1,"Hispanic",1,0,1,0,1,0,0,1,1,0,0,1,1,0,225,15,1,1,0,926,368.42
10,0,"Black",1,1,1,0,1,1,0,1,1,1,1,1,1,0,450,25,1,1,0,NA,536.52
10,1,"Hispanic",0,0,1,0,0,0,0,1,1,0,0,1,1,0,275,30,1,1,1,2144,281.52
10,0,"White",0,1,1,0,1,1,0,1,1,1,1,1,1,0,210,22,1,1,0,774,499.5
10,1,"Hispanic",0,1,0,0,NA,0,0,1,1,0,0,0,0,0,285,32,1,1,1,NA,413.79
10,0,"Black",1,1,1,0,1,1,1,1,1,1,1,NA,1,0,250,28,1,1,1,1276,396.39
11,1,"White",0,1,1,1,0,0,0,NA,1,1,1,1,1,0,275,30,1,1,1,2144,555.29
10,1,"Black",1,1,1,0,1,1,0,1,1,1,1,1,1,1,90,20,1,1,0,1387,477.45
10,1,"White",1,1,1,0,0,1,0,1,1,1,1,1,1,1,200,20,1,1,1,1900,536.93
10,0,"White",0,1,1,0,1,1,NA,1,1,1,0,1,1,0,NA,25,1,1,0,1273,446.75
9,1,"Hispanic",1,1,1,0,1,1,1,1,1,1,1,1,1,1,250,30,1,1,1,2004,468.71
